"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0046434","organophosphate catabolic process","14/216","164/9179",0.0853658536585366,3.62765356820235,5.27085864648988,3.0667214733488e-05,0.00802614515619345,0.00705920409797509,"PFKFB3/LDLR/IER3/SMPDL3A/ENTPD1/PDE4D/ENTPD7/PFKFB2/VNN1/LDHA/PLB1/PLBD1/UPP1/HK3",14
"BP","GO:0002263","cell activation involved in immune response","17/216","232/9179",0.0732758620689655,3.11388489782886,5.06245078088975,3.19566786217532e-05,0.00802614515619345,0.00705920409797509,"ANXA1/STXBP2/FCER1G/SOCS3/CEACAM1/ANXA3/BATF/JAK3/ENTPD7/CD177/ITGAM/PGLYRP1/CR1/CLEC4D/IL18R1/CLEC4E/RABGEF1",17
"BP","GO:0002283","neutrophil activation involved in immune response","5/216","17/9179",0.294117647058824,12.4986383442266,7.36630905387556,3.38436221312082e-05,0.00802614515619345,0.00705920409797509,"STXBP2/FCER1G/ANXA3/CD177/ITGAM",5
"BP","GO:0001819","positive regulation of cytokine production","22/216","360/9179",0.0611111111111111,2.59693930041152,4.79848555820668,3.77107494796062e-05,0.00830444576040186,0.00730397674131321,"MAPK14/ANXA1/IL1R1/FCER1G/CYP1B1/THBS1/BATF/PDE4D/IRAK3/OSM/CD55/MMP8/HGF/TLR5/IL18R1/NLRC4/FCGR1A/CLEC4E/CLEC5A/NAIP/LILRA5/FLOT1",22
"BP","GO:0032102","negative regulation of response to external stimulus","18/216","265/9179",0.0679245283018868,2.88647798742138,4.83740632467202,5.10579508324356e-05,0.0104941108277599,0.00922984430486695,"TRIB1/SERPINB2/MAPK14/SOCS3/LDLR/IER3/THBS1/LTF/CEACAM1/CST7/ALOX5/IRAK3/HGF/PGLYRP1/CR1/RABGEF1/TNFAIP6/ARG1",18
"BP","GO:0002443","leukocyte mediated immunity","19/216","293/9179",0.0648464163822526,2.75567248135508,4.74131011072019,5.91702641357662e-05,0.0114013702706604,0.0100278026587983,"IL1R1/STXBP2/FCER1G/NDST2/C1QB/CEACAM1/ANXA3/BATF/JAK3/CD55/CD177/IL18RAP/ITGAM/CR1/IL18R1/FCGR1A/FCAR/RABGEF1/ARG1",19
"BP","GO:0019221","cytokine-mediated signaling pathway","21/216","352/9179",0.0596590909090909,2.53523516414141,4.55946495234438,8.0658838574798e-05,0.0142733758079653,0.0125538064705665,"IL1R1/FCER1G/SOCS3/IL1RN/CEACAM1/UGCG/IRAK3/JAK3/OSM/IL1R2/MMP8/LILRA3/IL18RAP/LILRA6/IL18R1/NAIP/LILRA5/RABGEF1/ARG1/EXT1/TXNDC17",21
"BP","GO:0002446","neutrophil mediated immunity","6/216","32/9179",0.1875,7.96788194444444,6.12929659919852,8.60269380398039e-05,0.0142733758079653,0.0125538064705665,"STXBP2/ANXA3/CD177/ITGAM/FCAR/ARG1",6
"BP","GO:0002292","T cell differentiation involved in immune response","9/216","79/9179",0.113924050632911,4.8412447257384,5.32278630092596,9.23751816814513e-05,0.0142733758079653,0.0125538064705665,"ANXA1/FCER1G/SOCS3/BATF/JAK3/ENTPD7/CLEC4D/IL18R1/CLEC4E",9
"BP","GO:2000377","regulation of reactive oxygen species metabolic process","11/216","117/9179",0.094017094017094,3.99529123140234,5.0616738878275,9.2594069464582e-05,0.0142733758079653,0.0125538064705665,"TSPO/GADD45A/MAPK14/IER3/CYP1B1/THBS1/ALOX5/BST1/CD177/ITGAM/HP",11
"BP","GO:0002698","negative regulation of immune effector process","10/216","99/9179",0.101010101010101,4.29246165357277,5.11292712381073,0.000105942539947063,0.0155533738407998,0.0136795981405331,"ANXA1/CD59/CEACAM1/IRAK3/JAK3/CD55/PGLYRP1/CR1/RABGEF1/ARG1",10
"BP","GO:0002697","regulation of immune effector process","18/216","283/9179",0.0636042402826855,2.70288574793875,4.51705673510376,0.000119045555573438,0.0166826112651323,0.014672791921396,"ANXA1/IL1R1/CD59/STXBP2/CEACAM1/BATF/IRAK3/JAK3/CD55/CD177/IL18RAP/ITGAM/PGLYRP1/CR1/IL18R1/FCGR1A/RABGEF1/ARG1",18
"BP","GO:0043312","neutrophil degranulation","4/216","12/9179",0.333333333333333,14.1651234567901,7.08396077026071,0.000127270959017613,0.0168003784169259,0.0147763712043981,"STXBP2/ANXA3/CD177/ITGAM",4
"BP","GO:0002444","myeloid leukocyte mediated immunity","9/216","83/9179",0.108433734939759,4.60793172690763,5.12561916878101,0.000136012518454158,0.0168003784169259,0.0147763712043981,"STXBP2/NDST2/ANXA3/CD177/ITGAM/FCGR1A/FCAR/RABGEF1/ARG1",9
"BP","GO:0002286","T cell activation involved in immune response","10/216","102/9179",0.0980392156862745,4.16621278140886,4.99163958277983,0.000136234012462909,0.0168003784169259,0.0147763712043981,"ANXA1/FCER1G/SOCS3/CEACAM1/BATF/JAK3/ENTPD7/CLEC4D/IL18R1/CLEC4E",10
"BP","GO:0031348","negative regulation of defense response","14/216","189/9179",0.0740740740740741,3.14780521262003,4.63148383203,0.000143832757329725,0.0170552458018285,0.0150005337198936,"MAPK14/SOCS3/LDLR/IER3/CEACAM1/CST7/ALOX5/IRAK3/HGF/PGLYRP1/CR1/RABGEF1/TNFAIP6/ARG1",14
"BP","GO:0006909","phagocytosis","13/216","170/9179",0.0764705882352941,3.24964596949891,4.59594210363497,0.000181293513619684,0.0207010334255365,0.0182070990676143,"RAB31/ANXA1/FCER1G/LDLR/THBS1/ANXA3/RAB20/MARCO/ITGAM/JMJD6/FCGR1A/CEACAM4/PLSCR1",13
"BP","GO:0001906","cell killing","12/216","149/9179",0.0805369127516778,3.42244593586875,4.6278316971188,0.000198138559700359,0.0209747333871871,0.0184478253257742,"CD59/STXBP2/LTF/CEACAM1/S100A12/CD55/IL18RAP/ITGAM/PGLYRP1/CR1/FCGR1A/ARG1",12
"BP","GO:0050832","defense response to fungus","6/216","37/9179",0.162162162162162,6.89114114114114,5.5738321386439,0.000200071008395241,0.0209747333871871,0.0184478253257742,"LTF/S100A12/CLEC4D/CLEC4E/S100A8/ARG1",6
"BP","GO:0006959","humoral immune response","11/216","128/9179",0.0859375,3.6519458912037,4.69024538876285,0.000207187527647501,0.0209747333871871,0.0184478253257742,"ADM/CD59/C1QB/LTF/S100A12/ALOX5/CD55/BPI/BST1/PGLYRP1/CR1",11
"BP","GO:0031349","positive regulation of defense response","21/216","377/9179",0.0557029177718833,2.36711612142647,4.20784372012508,0.000210903903666169,0.0209747333871871,0.0184478253257742,"ZDHHC3/LDLR/EMILIN2/LTF/SMPDL3A/MAP2K6/S100A12/IRAK3/OSM/MMP8/TLR5/IL18RAP/NLRC4/FCGR1A/CLEC4E/NAIP/LILRA5/FLOT1/PLSCR1/S100A8/ARG1",21
"BP","GO:0050728","negative regulation of inflammatory response","10/216","109/9179",0.0917431192660551,3.89865783214407,4.72585902454829,0.000236343103758276,0.0227701809027114,0.0200269682658329,"MAPK14/SOCS3/LDLR/IER3/CST7/ALOX5/HGF/PGLYRP1/RABGEF1/TNFAIP6",10
"BP","GO:1901292","nucleoside phosphate catabolic process","11/216","132/9179",0.0833333333333333,3.54128086419753,4.56521820784495,0.00027145804139954,0.0253607618677207,0.0223054518228139,"PFKFB3/IER3/SMPDL3A/ENTPD1/PDE4D/ENTPD7/PFKFB2/VNN1/LDHA/UPP1/HK3",11
"BP","GO:0002250","adaptive immune response","20/216","358/9179",0.0558659217877095,2.37404303745086,4.11677510051811,0.000288304468128355,0.0259203528128598,0.0227976266609511,"ANXA1/IL1R1/FCER1G/SOCS3/C1QB/CEACAM1/BATF/JAK3/ENTPD7/CD55/BMX/LILRA3/IL18RAP/LILRA6/CR1/CLEC4D/IL18R1/SAMSN1/FCGR1A/ARG1",20
"BP","GO:0097530","granulocyte migration","9/216","92/9179",0.0978260869565217,4.15715579710145,4.72447839569756,0.000299472251283159,0.0259203528128598,0.0227976266609511,"ANXA1/IL1R1/FCER1G/THBS1/S100A12/BST1/CD177/TNFAIP6/S100A8",9
"BP","GO:0009595","detection of biotic stimulus","5/216","26/9179",0.192307692307692,8.17218660968661,5.68500338461598,0.000302670353961385,0.0259203528128598,0.0227976266609511,"TSPO/DACH1/PGLYRP1/NLRC4/NAIP",5
"BP","GO:0002703","regulation of leukocyte mediated immunity","13/216","186/9179",0.0698924731182796,2.97010653126245,4.21374344781249,0.000437210086164936,0.0364302350174729,0.0320413423032966,"IL1R1/STXBP2/CEACAM1/JAK3/CD55/CD177/IL18RAP/ITGAM/CR1/IL18R1/FCGR1A/RABGEF1/ARG1",13
"BP","GO:0002683","negative regulation of immune system process","20/216","373/9179",0.0536193029490617,2.27857213782147,3.9134925878149,0.0004900715520515,0.0397602788151256,0.0349702027170267,"TRIB1/MAPK14/ANXA1/CD59/LDLR/THBS1/LTF/CEACAM1/SMPDL3A/CST7/IRAK3/JAK3/CD55/BPI/PGLYRP1/CR1/SAMSN1/RABGEF1/TNFAIP6/ARG1",20
"BP","GO:0002253","activation of immune response","22/216","433/9179",0.0508083140877598,2.15911812505346,3.83566891226249,0.000535594286008834,0.0404326687596586,0.0355615872184921,"ZDHHC3/CD59/FCER1G/C1QB/LTF/CEACAM1/SMPDL3A/PDE4D/MAP2K6/IRAK3/CD55/BMX/TLR5/ITGAM/CR1/NLRC4/CLEC4E/NAIP/RABGEF1/FLOT1/PLSCR1/S100A8",22
"BP","GO:0006898","receptor-mediated endocytosis","13/216","190/9179",0.068421052631579,2.90757797270955,4.12455988144629,0.000535773193726607,0.0404326687596586,0.0355615872184921,"RAB31/ADM/FCER1G/LDLR/CEACAM1/GAS7/MARCO/ITGAM/HIP1/FCGR1A/RABGEF1/FLOT1/CD63",13
"BP","GO:2000379","positive regulation of reactive oxygen species metabolic process","7/216","61/9179",0.114754098360656,4.87651791135398,4.71553662779544,0.000537703347111904,0.0404326687596586,0.0355615872184921,"TSPO/GADD45A/MAPK14/CYP1B1/THBS1/CD177/ITGAM",7
"BP","GO:0010721","negative regulation of cell development","12/216","167/9179",0.0718562874251497,3.05355954757152,4.15747023685145,0.000565220695255228,0.0405250093830667,0.0356428032063027,"TRIB1/TSPO/ANXA1/LDLR/FGF13/LTF/CEACAM1/DAAM2/JAK3/PGLYRP1/CR1/TNFAIP6",12
"BP","GO:0072593","reactive oxygen species metabolic process","12/216","167/9179",0.0718562874251497,3.05355954757152,4.15747023685145,0.000565220695255228,0.0405250093830667,0.0356428032063027,"TXN/TSPO/GADD45A/MAPK14/IER3/CYP1B1/THBS1/ALOX5/BST1/CD177/ITGAM/HP",12
"BP","GO:0002285","lymphocyte activation involved in immune response","12/216","168/9179",0.0714285714285714,3.0353835978836,4.13322093547967,0.000596308999660118,0.0416128226467745,0.0365995633569801,"ANXA1/FCER1G/SOCS3/CEACAM1/BATF/JAK3/ENTPD7/PGLYRP1/CR1/CLEC4D/IL18R1/CLEC4E",12
"BP","GO:0002701","negative regulation of production of molecular mediator of immune response","5/216","30/9179",0.166666666666667,7.08256172839506,5.18005704769763,0.000607387940027523,0.0416128226467745,0.0365995633569801,"IRAK3/JAK3/CR1/RABGEF1/ARG1",5
"BP","GO:0006897","endocytosis","24/216","498/9179",0.0481927710843374,2.04796965640339,3.73295457597846,0.000638704130815617,0.0428070616370554,0.0376499277112364,"RAB31/ADM/ATP9A/ANXA1/FCER1G/LDLR/THBS1/CEACAM1/ANXA3/GAS7/RAB20/MARCO/SORT1/CD177/ITGAM/HIP1/JMJD6/FCGR1A/CEACAM4/RABGEF1/FLOT1/PLSCR1/CD63/MCTP1",24
"BP","GO:0009620","response to fungus","6/216","46/9179",0.130434782608696,5.54287439613527,4.7948731299061,0.000675925338316656,0.0443378259155373,0.038996274837709,"LTF/S100A12/CLEC4D/CLEC4E/S100A8/ARG1",6
"BP","GO:0002886","regulation of myeloid leukocyte mediated immunity","6/216","47/9179",0.127659574468085,5.42494089834515,4.7211484455457,0.000759854107551292,0.0487910853994641,0.0429130327565493,"STXBP2/CD177/ITGAM/FCGR1A/RABGEF1/ARG1",6
"BP","GO:1902106","negative regulation of leukocyte differentiation","8/216","84/9179",0.0952380952380952,4.04717813051146,4.35522240910809,0.00077546648867134,0.0487910853994641,0.0429130327565493,"TRIB1/ANXA1/LTF/CEACAM1/JAK3/PGLYRP1/CR1/TNFAIP6",8
"BP","GO:0002888","positive regulation of myeloid leukocyte mediated immunity","4/216","19/9179",0.210526315789474,8.94639376218323,5.38236752251167,0.000875457737910483,0.0524166435081824,0.0461018057179705,"CD177/ITGAM/FCGR1A/ARG1",4
"BP","GO:0032695","negative regulation of interleukin-12 production","4/216","19/9179",0.210526315789474,8.94639376218323,5.38236752251167,0.000875457737910483,0.0524166435081824,0.0461018057179705,"THBS1/IRAK3/JAK3/LILRA5",4
"BP","GO:0008610","lipid biosynthetic process","22/216","450/9179",0.0488888888888889,2.07755144032922,3.63861600869525,0.000895194115354078,0.0524166435081824,0.0461018057179705,"TSPO/ADM/B4GALT5/LDLR/ITPKC/ERLIN1/PDSS1/SPTLC2/CEACAM1/DHRS9/PGS1/ACER3/UGCG/ALOX5/ST6GALNAC3/BMX/MBOAT2/P2RX1/PLSCR1/OLAH/PECR/FAR2",22
"BP","GO:0050866","negative regulation of cell activation","11/216","152/9179",0.0723684210526316,3.07532285575049,4.00506847649982,0.00090109701781825,0.0524166435081824,0.0461018057179705,"ANXA1/LDLR/CEACAM1/CST7/JAK3/BPI/PGLYRP1/CR1/SAMSN1/RABGEF1/ARG1",11
"BP","GO:0002526","acute inflammatory response","7/216","67/9179",0.104477611940299,4.43981481481481,4.38671896735086,0.000951573554327349,0.053545379632041,0.0470945585919858,"IL1RN/OSM/VNN1/HP/FCGR1A/PLSCR1/EXT1",7
"BP","GO:0006911","phagocytosis, engulfment","5/216","33/9179",0.151515151515152,6.43869248035915,4.85858806145545,0.000955237067713997,0.053545379632041,0.0470945585919858,"RAB31/THBS1/MARCO/ITGAM/FCGR1A",5
"BP","GO:1903707","negative regulation of hemopoiesis","8/216","87/9179",0.0919540229885057,3.9076202639421,4.23001399002735,0.000978734167348394,0.0538828113916982,0.0473913386295012,"TRIB1/ANXA1/LTF/CEACAM1/JAK3/PGLYRP1/CR1/TNFAIP6",8
"BP","GO:0071222","cellular response to lipopolysaccharide","11/216","155/9179",0.0709677419354839,3.01580047789725,3.92905450609658,0.00105846053659006,0.0572118300063689,0.0503192973680476,"TRIB1/TSPO/MAPK14/MMP9/LTF/IRAK3/CD55/BPI/MMP8/TLR5/FCAR",11
"BP","GO:0051046","regulation of secretion","18/216","340/9179",0.0529411764705882,2.24975490196078,3.64533079552179,0.00108630136599193,0.0572118300063689,0.0503192973680476,"TSPO/ATP9A/ANXA1/STXBP2/ENY2/CEACAM1/MAP2K6/ALOX5/OSM/PFKFB2/RETN/CD177/P2RX1/ITGAM/MCTP2/RABGEF1/MCTP1/S100A8",18
"BP","GO:0050729","positive regulation of inflammatory response","9/216","110/9179",0.0818181818181818,3.47689393939394,4.05693693040808,0.00111182683776185,0.0572118300063689,0.0503192973680476,"LDLR/S100A12/OSM/MMP8/NLRC4/FCGR1A/NAIP/LILRA5/S100A8",9
"BP","GO:0007599","hemostasis","11/216","156/9179",0.0705128205128205,2.99646842355176,3.90412280698152,0.0011157041778957,0.0572118300063689,0.0503192973680476,"SERPINB2/MAPK14/CD59/FCER1G/THBS1/EMILIN2/CEACAM1/NFE2/ENTPD1/P2RX1/PLSCR1",11
"BP","GO:0032103","positive regulation of response to external stimulus","22/216","459/9179",0.0479302832244009,2.03681513757767,3.53772144044537,0.00115917165064861,0.0572118300063689,0.0503192973680476,"ZDHHC3/LDLR/THBS1/EMILIN2/LTF/SMPDL3A/MAP2K6/S100A12/IRAK3/OSM/MMP8/TLR5/IL18RAP/NLRC4/FCGR1A/CLEC4E/NAIP/LILRA5/FLOT1/PLSCR1/S100A8/ARG1",22
"BP","GO:0050865","regulation of cell activation","22/216","459/9179",0.0479302832244009,2.03681513757767,3.53772144044537,0.00115917165064861,0.0572118300063689,0.0503192973680476,"ANXA1/FCER1G/LDLR/THBS1/EMILIN2/CEACAM1/BATF/CST7/JAK3/CD55/BPI/MMP8/VNN1/BST1/PGLYRP1/CR1/CLEC4D/SAMSN1/LILRA5/RABGEF1/PLSCR1/ARG1",22
"BP","GO:1903530","regulation of secretion by cell","17/216","314/9179",0.054140127388535,2.30070476527483,3.64064547434601,0.00116910324048045,0.0572118300063689,0.0503192973680476,"TSPO/ATP9A/ANXA1/STXBP2/ENY2/CEACAM1/MAP2K6/ALOX5/OSM/PFKFB2/RETN/CD177/P2RX1/ITGAM/MCTP2/RABGEF1/MCTP1",17
"BP","GO:0032496","response to lipopolysaccharide","14/216","234/9179",0.0598290598290598,2.54245805634695,3.71026836573339,0.00124193278532198,0.0596528705803059,0.0524662562489946,"TRIB1/TSPO/ADM/MAPK14/MMP9/LTF/IRAK3/CD55/BPI/MMP8/TLR5/FCAR/HPGD/S100A8",14
"BP","GO:0042698","ovulation cycle","5/216","35/9179",0.142857142857143,6.0707671957672,4.66566754473211,0.00125768296714884,0.0596528705803059,0.0524662562489946,"SLC26A6/CYP1B1/MAP2K6/RETN/TNFAIP6",5
"BP","GO:0031663","lipopolysaccharide-mediated signaling pathway","6/216","52/9179",0.115384615384615,4.90331196581197,4.38172496036661,0.00130680206265471,0.0610434963509769,0.0536893479010931,"TRIB1/MAPK14/LTF/IRAK3/CD55/BPI",6
"BP","GO:0008015","blood circulation","15/216","263/9179",0.0570342205323194,2.4236903253063,3.63649154522262,0.00135681258387124,0.0624336297921648,0.0549120065365644,"ADM/MEF2A/NDST2/IER3/KCNMA1/FGF13/EMILIN2/CEACAM1/GCLM/TBC1D8/PDE4D/MAP2K6/P2RX1/KCNE1/EXT1",15
"BP","GO:0002695","negative regulation of leukocyte activation","10/216","137/9179",0.072992700729927,3.10185185185185,3.84772777202353,0.0014368309641489,0.0633944453963249,0.0557570689318104,"ANXA1/LDLR/CST7/JAK3/BPI/PGLYRP1/CR1/SAMSN1/RABGEF1/ARG1",10
"BP","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","14/216","238/9179",0.0588235294117647,2.49972766884532,3.63899986172145,0.00145956433661976,0.0633944453963249,0.0557570689318104,"ANXA1/IL1R1/FCER1G/SOCS3/C1QB/CEACAM1/BATF/JAK3/ENTPD7/CD55/CR1/IL18R1/FCGR1A/ARG1",14
"BP","GO:0071621","granulocyte chemotaxis","7/216","72/9179",0.0972222222222222,4.13149434156379,4.14099222669613,0.00145994343922772,0.0633944453963249,0.0557570689318104,"ANXA1/FCER1G/THBS1/S100A12/BST1/TNFAIP6/S100A8",7
"BP","GO:1990266","neutrophil migration","7/216","72/9179",0.0972222222222222,4.13149434156379,4.14099222669613,0.00145994343922772,0.0633944453963249,0.0557570689318104,"IL1R1/FCER1G/S100A12/BST1/CD177/TNFAIP6/S100A8",7
"BP","GO:0002819","regulation of adaptive immune response","11/216","162/9179",0.0679012345679012,2.88548811156836,3.7585858540666,0.00151533970534798,0.0648860043276085,0.0570689339324033,"ANXA1/IL1R1/CEACAM1/BATF/JAK3/CD55/CR1/IL18R1/SAMSN1/FCGR1A/ARG1",11
"BP","GO:0050777","negative regulation of immune response","11/216","163/9179",0.0674846625766871,2.86778573051579,3.73497851460782,0.00159213720285208,0.0663318783296348,0.0583406178456183,"MAPK14/ANXA1/CD59/CEACAM1/IRAK3/JAK3/CD55/PGLYRP1/CR1/SAMSN1/ARG1",11
"BP","GO:0071219","cellular response to molecule of bacterial origin","11/216","163/9179",0.0674846625766871,2.86778573051579,3.73497851460782,0.00159213720285208,0.0663318783296348,0.0583406178456183,"TRIB1/TSPO/MAPK14/MMP9/LTF/IRAK3/CD55/BPI/MMP8/TLR5/FCAR",11
"BP","GO:0051092","positive regulation of NF-kappaB transcription factor activity","8/216","94/9179",0.0851063829787234,3.61662726556344,3.95838039967865,0.00162062161968792,0.0666183527133047,0.0585925795412783,"LTF/S100A12/IRAK3/IL18RAP/IL18R1/NLRC4/S100A8/PSMA6",8
"BP","GO:0009261","ribonucleotide catabolic process","8/216","95/9179",0.0842105263157895,3.57855750487329,3.92169906860658,0.00173459724977708,0.0690101260667545,0.0606962066162349,"PFKFB3/IER3/PDE4D/ENTPD7/PFKFB2/LDHA/UPP1/HK3",8
"BP","GO:0030449","regulation of complement activation","3/216","11/9179",0.272727272727273,11.5896464646465,5.45525059998807,0.00184401354717934,0.0690101260667545,0.0606962066162349,"CD59/CD55/CR1",3
"BP","GO:0005976","polysaccharide metabolic process","7/216","75/9179",0.0933333333333333,3.96623456790123,4.00400123709796,0.00185378443364185,0.0690101260667545,0.0606962066162349,"WIPI1/NDST2/GRB10/PPP1R3D/GYG1/EXT1/CHIT1",7
"BP","GO:0031341","regulation of cell killing","7/216","75/9179",0.0933333333333333,3.96623456790123,4.00400123709796,0.00185378443364185,0.0690101260667545,0.0606962066162349,"CD59/CEACAM1/CD55/IL18RAP/ITGAM/CR1/ARG1",7
"BP","GO:0002719","negative regulation of cytokine production involved in immune response","4/216","23/9179",0.173913043478261,7.39049919484702,4.76343248978366,0.00185787883994182,0.0690101260667545,0.0606962066162349,"IRAK3/JAK3/RABGEF1/ARG1",4
"BP","GO:0002825","regulation of T-helper 1 type immune response","4/216","23/9179",0.173913043478261,7.39049919484702,4.76343248978366,0.00185787883994182,0.0690101260667545,0.0606962066162349,"ANXA1/IL1R1/JAK3/IL18R1",4
"BP","GO:0018198","peptidyl-cysteine modification","4/216","23/9179",0.173913043478261,7.39049919484702,4.76343248978366,0.00185787883994182,0.0690101260667545,0.0606962066162349,"TXN/ZDHHC3/ZDHHC19/S100A8",4
"BP","GO:0150077","regulation of neuroinflammatory response","4/216","23/9179",0.173913043478261,7.39049919484702,4.76343248978366,0.00185787883994182,0.0690101260667545,0.0606962066162349,"MMP9/LDLR/CST7/MMP8",4
"BP","GO:0043300","regulation of leukocyte degranulation","5/216","39/9179",0.128205128205128,5.44812440645774,4.32125937652938,0.00206699190994057,0.0749710124511387,0.0659389617338318,"STXBP2/CEACAM1/CD177/ITGAM/RABGEF1",5
"BP","GO:0099024","plasma membrane invagination","5/216","39/9179",0.128205128205128,5.44812440645774,4.32125937652938,0.00206699190994057,0.0749710124511387,0.0659389617338318,"RAB31/THBS1/MARCO/ITGAM/FCGR1A",5
"BP","GO:0002237","response to molecule of bacterial origin","14/216","248/9179",0.0564516129032258,2.39893219832736,3.46694271628542,0.00214668821485157,0.0769562763533419,0.0676850531390166,"TRIB1/TSPO/ADM/MAPK14/MMP9/LTF/IRAK3/CD55/BPI/MMP8/TLR5/FCAR/HPGD/S100A8",14
"BP","GO:0097529","myeloid leukocyte migration","10/216","146/9179",0.0684931506849315,2.91064180618975,3.61255030181048,0.00230965036201552,0.0787853671683916,0.0692937862388913,"ANXA1/IL1R1/FCER1G/THBS1/S100A12/BST1/CD177/RABGEF1/TNFAIP6/S100A8",10
"BP","GO:0001960","negative regulation of cytokine-mediated signaling pathway","6/216","58/9179",0.103448275862069,4.39607279693487,4.02757803782317,0.0023117382935246,0.0787853671683916,0.0692937862388913,"IL1RN/IRAK3/IL1R2/NAIP/RABGEF1/ARG1",6
"BP","GO:0043299","leukocyte degranulation","6/216","58/9179",0.103448275862069,4.39607279693487,4.02757803782317,0.0023117382935246,0.0787853671683916,0.0692937862388913,"STXBP2/CEACAM1/ANXA3/CD177/ITGAM/RABGEF1",6
"BP","GO:0000271","polysaccharide biosynthetic process","5/216","40/9179",0.125,5.3119212962963,4.24253746621384,0.00231778025484518,0.0787853671683916,0.0692937862388913,"NDST2/GRB10/PPP1R3D/GYG1/EXT1",5
