"gene","module"
"KLHL24","brown"
"MVD","turquoise"
"C2orf69","brown"
"PPP2R4","turquoise"
"STXBP1","grey"
"DBN1","grey"
"CBR1","blue"
"SMAD5","yellow"
"LILRB3","black"
"ZBTB6","yellow"
"METRN","turquoise"
"ZNF281","black"
"CYTSB","turquoise"
"SIGLEC5","red"
"FAM151A","turquoise"
"CD68","grey"
"IFI27L2","grey"
"SLC39A5","turquoise"
"DNAJC17","blue"
"IL10RA","blue"
"LPAR1","grey"
"EPS15L1","green"
"RHAG","turquoise"
"RGS18","brown"
"LSM10","grey"
"DGAT1","black"
"CD38","yellow"
"KREMEN2","turquoise"
"RNASE2","grey"
"TMTC2","grey"
"CMTM2","black"
"SOX13","turquoise"
"DOHH","turquoise"
"UGGT1","grey"
"SP2","green"
"EIF1AD","yellow"
"UBXN11","grey"
"COX6B1","turquoise"
"KIAA0562","blue"
"ZADH2","yellow"
"TRIM24","yellow"
"USMG5","brown"
"IL27RA","blue"
"WDR85","blue"
"FAM110B","red"
"ZCCHC2","grey"
"VNN1","red"
"BST1","red"
"BIRC7","turquoise"
"RADIL","turquoise"
"PADI4","red"
"RAGE","turquoise"
"CD3E","blue"
"CNFN","turquoise"
"H6PD","black"
"EPN1","turquoise"
"SPATA2L","turquoise"
"EMILIN1","turquoise"
"ASGR2","grey"
"SLC8A3","turquoise"
"USP19","grey"
"SIGLEC9","red"
"C20orf106","green"
"ZNF445","brown"
"C18orf54","grey"
"PTPLA","turquoise"
"CHRAC1","blue"
"C11orf87","turquoise"
"CCR10","turquoise"
"METT5D1","yellow"
"C1orf69","turquoise"
"ARL5B","brown"
"C14orf45","turquoise"
"SUV420H2","turquoise"
"TMEM134","blue"
"TET3","brown"
"AQP2","turquoise"
"CLCNKA","turquoise"
"CRYBB3","turquoise"
"TMEM56","turquoise"
"FHIT","blue"
"SPTB","turquoise"
"PTPRN2","brown"
"CXCR6","blue"
"PAGE2","turquoise"
"PARP11","yellow"
"CACNA1A","grey"
"STOX2","grey"
"SLFN12","brown"
"NRTN","turquoise"
"SEMA4D","green"
"RETN","red"
"MTUS2","turquoise"
"KBTBD8","yellow"
"NEUROD2","grey"
"C6orf142","turquoise"
"PILRB","blue"
"UPK3A","turquoise"
"PQBP1","blue"
"GPHA2","turquoise"
"RGPD1","grey"
"CA13","grey"
"SNX16","brown"
"LAG3","blue"
"GZMM","blue"
"HGF","red"
"SHF","turquoise"
"IL28RA","blue"
"MTO1","yellow"
"GFI1B","turquoise"
"DLGAP3","turquoise"
"TNFSF12-TNFSF13","green"
"FTCD","turquoise"
"BCL2A1","red"
"ELSPBP1","turquoise"
"FLT3LG","blue"
"PLCB1","yellow"
"NLRC3","blue"
"ZDHHC13","brown"
"RPP38","yellow"
"ATP8B4","brown"
"ICK","yellow"
"C2orf27A","turquoise"
"KLF1","turquoise"
"RIOK1","blue"
"C11orf17","green"
"GPR114","turquoise"
"CCDC114","turquoise"
"LOC653562","turquoise"
"LITAF","black"
"SERINC3","brown"
"AKAP8L","grey"
"C4orf3","brown"
"SPOP","green"
"KDSR","blue"
"IDH3B","blue"
"OLA1","blue"
"SEC14L2","turquoise"
"RNF187","turquoise"
"LOC100294376","blue"
"AHCY","blue"
"ALAD","turquoise"
"EEF1D","blue"
"PSMD9","grey"
"ARAP2","brown"
"TRIM46","turquoise"
"PFKL","turquoise"
"MRPS7","blue"
"CSRP1","blue"
"LASS5","brown"
"SPG20","brown"
"LOC100293124","turquoise"
"PNPLA2","turquoise"
"POLDIP2","turquoise"
"QRSL1","blue"
"TIAL1","brown"
"MYADM","black"
"ABHD10","yellow"
"PRKAG1","red"
"PVRIG","blue"
"AHCTF1","brown"
"PRKAR2B","grey"
"TBCD","blue"
"CCDC69","black"
"PPIG","brown"
"NIPBL","brown"
"PPP2R5E","yellow"
"PUS3","red"
"RAD50","yellow"
"SMU1","green"
"ARHGAP5","yellow"
"SIN3A","blue"
"SLC25A40","brown"
"LIAS","blue"
"FANCA","grey"
"TERF2","blue"
"AHSA2","brown"
"ERMAP","turquoise"
"CLEC2D","blue"
"RPS29","blue"
"SLC38A9","yellow"
"DGCR6","blue"
"DCAF13","yellow"
"BRI3BP","blue"
"DPYSL4","turquoise"
"SLA2","turquoise"
"PUS7","blue"
"ANKRD52","turquoise"
"CCDC126","brown"
"ZNF557","blue"
"EIF4E3","brown"
"SURF2","blue"
"PHF14","blue"
"KRIT1","yellow"
"SNX18","brown"
"ZNF552","black"
"RUVBL2","blue"
"ARID3A","black"
"C19orf33","grey"
"PXMP4","turquoise"
"FLVCR1","blue"
"AP1B1","turquoise"
"ZDHHC7","green"
"ZNF341","green"
"TAF1D","yellow"
"PPIL3","yellow"
"AKAP9","yellow"
"CCNJ","yellow"
"DHRS12","green"
"AIM2","grey"
"KCNJ2","black"
"LMO2","red"
"PDE3B","brown"
"RNF125","blue"
"GJB6","grey"
"CAPNS2","brown"
"LRRC4B","turquoise"
"NUDT19","brown"
"MXI1","turquoise"
"CACNA2D3","blue"
"RD3","turquoise"
"C7orf53","grey"
"MAST4","red"
"DAPK2","green"
"ZNF684","brown"
"ZGLP1","turquoise"
"FAM115C","red"
"CHST13","black"
"C14orf143","grey"
"PMVK","blue"
"IKZF2","blue"
"TRIM34","brown"
"STRADA","red"
"PNMT","turquoise"
"DIP2A","blue"
"CEP97","grey"
"ALPK1","black"
"ZNF100","brown"
"HECW2","grey"
"KCTD21","black"
"FLJ10213","black"
"LYG1","grey"
"INO80B","grey"
"MCOLN2","blue"
"MBOAT7","black"
"SLC1A4","blue"
"SCYL1","black"
"MAK","green"
"CTLA4","blue"
"SIRPD","black"
"GP9","turquoise"
"SYTL4","grey"
"LILRA3","red"
"CHD2","brown"
"OXSM","yellow"
"LY9","blue"
"FOXP1","blue"
"OPHN1","turquoise"
"TBC1D26","turquoise"
"ADCK1","turquoise"
"LOC389901","blue"
"CSAG1","turquoise"
"AP1S2","yellow"
"EIF3C","blue"
"OMG","grey"
"UBA3","brown"
"TAP1","grey"
"DNAJB9","brown"
"DNASE2","blue"
"PPP1R8","yellow"
"SCCPDH","red"
"PDLIM4","turquoise"
"AKIRIN1","brown"
"PAIP2","brown"
"CRNKL1","brown"
"AGPAT5","yellow"
"TXNDC12","brown"
"IL6ST","brown"
"CRIPT","brown"
"CD177","red"
"NAPG","brown"
"ZFYVE1","grey"
"TMEM14A","blue"
"CFDP1","blue"
"CEP68","yellow"
"HSD17B11","brown"
"SCRN1","blue"
"SLC2A6","blue"
"ORC4L","brown"
"KLHL20","blue"
"APLP2","black"
"NPM1","blue"
"SVIP","red"
"PSPH","grey"
"FAM114A2","brown"
"CRTC1","turquoise"
"PRPF38B","brown"
"BCAS3","green"
"BTN3A2","blue"
"FPGT","brown"
"LILRB4","grey"
"CTDSPL2","yellow"
"C20orf30","yellow"
"CDKN3","grey"
"COX19","blue"
"TMEM106A","blue"
"MOB2","turquoise"
"CPSF2","brown"
"KBTBD7","brown"
"RANBP10","turquoise"
"KATNA1","brown"
"ZDHHC4","blue"
"WDR55","grey"
"NUDT16","red"
"ZMYND8","yellow"
"BTK","brown"
"ABHD13","brown"
"P4HA1","brown"
"TMEM39B","blue"
"HMGN3","blue"
"FAM164A","blue"
"VKORC1L1","yellow"
"GALNTL4","turquoise"
"MEA1","grey"
"MTMR12","yellow"
"EBAG9","yellow"
"GPATCH1","blue"
"FAM63B","red"
"NSUN6","blue"
"UBA6","brown"
"WAPAL","brown"
"MBOAT2","red"
"JDP2","black"
"APOBEC1","turquoise"
"PDS5B","brown"
"CCR5","blue"
"ARHGAP12","brown"
"RBBP6","yellow"
"NHLRC4","turquoise"
"IKBKB","blue"
"AGPAT1","grey"
"AKNA","green"
"OSCAR","red"
"MRPL52","blue"
"PDK3","black"
"P2RX1","red"
"NEU4","turquoise"
"DGKG","grey"
"CEPT1","brown"
"ZNF280D","brown"
"DAZAP1","blue"
"THAP2","grey"
"CYP4F12","turquoise"
"CA4","red"
"CST2","turquoise"
"CCDC101","grey"
"NSUN7","red"
"ZNF595","yellow"
"RNF25","grey"
"KIAA1919","turquoise"
"EIF2AK2","grey"
"S1PR4","black"
"AMICA1","green"
"LRRN1","red"
"ZNF654","brown"
"DKFZp761E198","black"
"C14orf106","yellow"
"WDR89","turquoise"
"B3GALNT1","turquoise"
"ATXN7","green"
"ZNF8","green"
"MSH3","brown"
"SPTY2D1","brown"
"FIBCD1","turquoise"
"IL15RA","grey"
"ERLIN2","brown"
"KIAA1377","blue"
"FNIP1","brown"
"CTAGE5","black"
"ZNF516","brown"
"SMOX","turquoise"
"GIMAP1","blue"
"FIGNL1","yellow"
"NIT1","red"
"ZNF587","green"
"PGGT1B","brown"
"LONRF1","brown"
"RNF144B","red"
"DDT","blue"
"BRD1","yellow"
"C6orf108","blue"
"ATF7","red"
"STAG2","brown"
"ADAM17","green"
"GNMT","turquoise"
"PEMT","blue"
"PLEKHA8","blue"
"C17orf42","yellow"
"SPANXD","turquoise"
"JRK","blue"
"LTB4R","red"
"KLHL8","red"
"ZNF333","grey"
"SYNE1","red"
"TLR7","blue"
"LIX1L","grey"
"MTRR","brown"
"TAF1C","blue"
"ITGA2B","turquoise"
"VIPR2","turquoise"
"ZNF789","blue"
"PARL","brown"
"BCL2L15","grey"
"ESPN","turquoise"
"EPSTI1","grey"
"ACTL8","turquoise"
"PRR5L","blue"
"TLR5","red"
"PTPRH","turquoise"
"MATK","blue"
"RPUSD3","blue"
"GTPBP8","blue"
"TMEM116","blue"
"PSMG4","blue"
"C16orf13","blue"
"TMEM170B","brown"
"SLC4A5","turquoise"
"NUP98","grey"
"MGAM","black"
"KCNE1","red"
"CLEC4G","turquoise"
"LRRC29","turquoise"
"NFATC1","blue"
"MBD2","brown"
"PYHIN1","blue"
"PIAS2","grey"
"TBX6","turquoise"
"AMHR2","turquoise"
"WBSCR27","turquoise"
"GLE1","yellow"
"RNF39","turquoise"
"ZNF398","green"
"ECE2","turquoise"
"NOD2","grey"
"CLDN9","grey"
"UEVLD","brown"
"RIMBP3","blue"
"ADAMTS3","red"
"ICOS","blue"
"KLC3","turquoise"
"TSPAN32","blue"
"NODAL","turquoise"
"MED25","turquoise"
"GJC2","turquoise"
"TMPRSS6","turquoise"
"VIM","black"
"PPP1CC","yellow"
"TMCO1","brown"
"ATP6V1G1","brown"
"YIPF5","brown"
"IFIT3","grey"
"CLN3","green"
"SLC8A2","turquoise"
"GALM","grey"
"PSMD6","brown"
"NDUFS1","brown"
"UBE2G2","blue"
"FCGR3A","grey"
"CXCR2","green"
"CYP27A1","green"
"MRPL34","blue"
"SLC7A6OS","blue"
"CETN2","grey"
"MED6","yellow"
"IFT57","brown"
"ARHGEF12","turquoise"
"SNCA","turquoise"
"SEC62","grey"
"MFN1","brown"
"CPM","grey"
"AKT2","grey"
"TMEM70","brown"
"CHMP1B","brown"
"TXNDC9","brown"
"SNRPB2","yellow"
"STK25","blue"
"CSDE1","turquoise"
"NFIC","grey"
"NUP43","blue"
"PRPF18","brown"
"ITCH","black"
"GDAP2","brown"
"UTP23","yellow"
"TBC1D4","blue"
"C22orf39","turquoise"
"RAD23B","brown"
"DYRK4","red"
"XPO4","blue"
"MFAP3","brown"
"ZNF592","turquoise"
"TRIP13","grey"
"DOK1","black"
"MTPAP","blue"
"SESTD1","brown"
"HAP1","turquoise"
"SYNPO2","turquoise"
"FAM89A","red"
"APC","brown"
"EXOSC7","blue"
"MDM2","brown"
"FRMD4B","brown"
"CTBS","brown"
"SLC22A1","green"
"ACSS1","blue"
"KCTD20","red"
"FCRLA","blue"
"OMA1","brown"
"ZNF576","grey"
"NOC4L","grey"
"STAM2","brown"
"ZNF503","turquoise"
"FOSL2","black"
"TMEM154","green"
"HSD17B12","brown"
"PCID2","blue"
"SIDT1","blue"
"ARRB2","black"
"ZNF91","blue"
"C10orf118","brown"
"OSGIN2","green"
"MIOS","yellow"
"LOC392288","turquoise"
"GAB1","brown"
"TRAPPC10","yellow"
"SLC6A12","turquoise"
"SNX15","turquoise"
"C20orf24","red"
"ARL15","grey"
"VAV3","brown"
"DBP","blue"
"PDGFB","turquoise"
"GPR65","brown"
"FUNDC1","yellow"
"AGMAT","blue"
"CCR2","yellow"
"FAM20C","red"
"CD70","turquoise"
"RIF1","yellow"
"HIST1H2AE","red"
"CCL22","turquoise"
"ZNF160","yellow"
"ALDH3B1","black"
"CASP5","grey"
"P2RY13","black"
"VPS13A","blue"
"VCX2","turquoise"
"PGAP1","turquoise"
"ZNF224","yellow"
"TRDMT1","brown"
"ARHGEF16","turquoise"
"RNF213","grey"
"SYTL2","blue"
"KLHDC7B","grey"
"RAD52","turquoise"
"RPS6KA2","red"
"CD3G","blue"
"LGALS12","grey"
"SETD3","red"
"ARSB","brown"
"EMR1","red"
"C3orf39","turquoise"
"MOSC1","black"
"GSTA3","turquoise"
"RASAL3","blue"
"ERC1","blue"
"NCKAP5L","turquoise"
"FGF11","turquoise"
"LGALS2","blue"
"CATSPER1","red"
"GATA1","turquoise"
"ISL2","grey"
"CD40","blue"
"ADAM11","turquoise"
"AK3L1","grey"
"SLC35C2","grey"
"SPTLC1","brown"
"DNASE1","turquoise"
"SYTL3","black"
"KLRC1","blue"
"ZNF720","brown"
"BICD2","green"
"AZU1","grey"
"NOXA1","turquoise"
"NLRP1","green"
"PTCRA","turquoise"
"CHADL","turquoise"
"TNFSF4","grey"
"C20orf134","turquoise"
"PPAT","blue"
"SESN3","turquoise"
"C19orf71","turquoise"
"KCNA3","blue"
"TRPM3","turquoise"
"PRSS33","blue"
"AGAP6","blue"
"PAQR9","turquoise"
"SAMD3","blue"
"CEACAM19","turquoise"
"CACNA1I","turquoise"
"PTPN22","brown"
"PCSK7","blue"
"DNAJC9","yellow"
"TROAP","turquoise"
"TRIM58","turquoise"
"CCDC88C","blue"
"TNFAIP8L3","red"
"ZNF419","blue"
"IL18RAP","red"
"CRIP3","turquoise"
"SPEM1","turquoise"
"OTOS","turquoise"
"NAT8B","turquoise"
"DMBT1","turquoise"
"SNRNP35","black"
"CDC7","yellow"
"RPA4","grey"
"C2orf82","turquoise"
"KCNK13","grey"
"TFEC","brown"
"TRIM6","turquoise"
"HMG20A","yellow"
"BRMS1","green"
"RTBDN","turquoise"
"HIST1H3H","turquoise"
"TMEM208","red"
"CYP1A2","turquoise"
"IL4I1","turquoise"
"MYST2","green"
"USP10","green"
"PMPCB","yellow"
"COPA","black"
"UBB","turquoise"
"CCT4","blue"
"PLRG1","yellow"
"CABC1","green"
"AATF","green"
"TIMM13","turquoise"
"COX16","yellow"
"TSR1","blue"
"BBS2","blue"
"PSMD8","blue"
"CAT","grey"
"DCAF11","turquoise"
"ZDHHC6","brown"
"OGT","yellow"
"UFM1","brown"
"YIF1A","blue"
"ZCRB1","yellow"
"LMF1","grey"
"PTPN7","grey"
"GRSF1","yellow"
"ABT1","blue"
"FANCF","blue"
"ALG8","blue"
"PTAFR","green"
"SLC35E4","turquoise"
"PAPOLG","brown"
"PI4K2A","grey"
"KPNA4","brown"
"PLAGL2","grey"
"TMEM39A","brown"
"NAP1L1","yellow"
"MON2","brown"
"ZKSCAN1","red"
"PEF1","red"
"TUBE1","yellow"
"DCI","blue"
"CRH","turquoise"
"FAM18B","brown"
"ZP3","red"
"ZNF664","yellow"
"PEX10","turquoise"
"ORAI2","black"
"GYPA","turquoise"
"APOL6","grey"
"HNRNPC","yellow"
"NR2F1","turquoise"
"RCOR3","brown"
"MED18","red"
"LOC100292920","turquoise"
"ZBTB33","yellow"
"TOPORS","yellow"
"RRAGB","brown"
"SNX6","brown"
"CASD1","yellow"
"ELMOD2","brown"
"CCL5","blue"
"SLC30A5","yellow"
"HSH2D","grey"
"DZIP3","blue"
"MTMR2","blue"
"ZNF566","blue"
"KIAA1715","brown"
"CREB1","yellow"
"ZNF777","grey"
"ANKRD13C","yellow"
"ZNF92","yellow"
"FXN","blue"
"ZNF167","red"
"PBLD","brown"
"RBM26","yellow"
"MAP7D1","green"
"ARL4C","blue"
"SEC31A","blue"
"SLC31A1","grey"
"ZNF33A","green"
"TCF20","green"
"LILRA6","red"
"CCNA1","red"
"NT5C3L","turquoise"
"ZNRF1","turquoise"
"ZNF44","brown"
"NT5C3","grey"
"SCAPER","brown"
"TSEN34","black"
"HSD17B7","yellow"
"C1orf58","brown"
"DOM3Z","turquoise"
"C1orf83","green"
"DYNC2LI1","red"
"EHMT2","blue"
"TPI1","grey"
"ZNF326","yellow"
"UBAC1","turquoise"
"OGFRL1","brown"
"NKRF","yellow"
"LRRC8B","blue"
"TIAM1","blue"
"FAM105A","brown"
"C2orf60","red"
"ZNF234","blue"
"ANKRD22","red"
"ZCWPW1","turquoise"
"ADRB3","turquoise"
"GK","brown"
"C17orf87","blue"
"BPTF","green"
"GTF2I","green"
"AGRN","grey"
"MS4A3","grey"
"HGD","grey"
"KCNJ15","black"
"March 1","yellow"
"ZCCHC4","yellow"
"TERF1","yellow"
"IL3RA","grey"
"ITGAM","red"
"PEX13","brown"
"BTNL8","grey"
"NPHP3","brown"
"BRAF","turquoise"
"RG9MTD3","blue"
"FAM3B","grey"
"TMOD1","turquoise"
"KIAA0495","blue"
"ESYT3","turquoise"
"BAK1","grey"
"LASS4","grey"
"RAD51C","blue"
"CHKB-CPT1B","green"
"N4BP2L1","yellow"
"LMNB1","brown"
"ZMYND17","grey"
"TBX21","blue"
"TRIM7","grey"
"GPR18","blue"
"NOB1","blue"
"DEFA4","grey"
"PTGER2","brown"
"ENKUR","turquoise"
"FASLG","blue"
"XKR3","grey"
"C2orf51","turquoise"
"RBM12B","yellow"
"MBP","green"
"ZNF467","black"
"TRIM5","grey"
"CHRNB2","turquoise"
"CEP135","brown"
"CELF3","turquoise"
"TTLL10","turquoise"
"SPATC1","grey"
"CD164L2","turquoise"
"CRB3","turquoise"
"HHIPL2","turquoise"
"NOVA2","turquoise"
"JKAMP","brown"
"PGLYRP1","red"
"HEXDC","grey"
"MCM9","brown"
"STIL","grey"
"VSTM1","red"
"APITD1","turquoise"
"CCDC107","blue"
"UBXN2A","yellow"
"TTC14","brown"
"C9orf85","yellow"
"CSGALNACT2","brown"
"FGFRL1","turquoise"
"MSI2","turquoise"
"FAM18B2","turquoise"
"MAP3K10","turquoise"
"SLITRK4","grey"
"IL1F5","turquoise"
"PAK3","grey"
"SEC14L5","grey"
"ESPNL","turquoise"
"GAPT","brown"
"RUFY2","blue"
"FOXD4","grey"
"CCDC57","turquoise"
"PGLYRP4","turquoise"
"PSMD12","brown"
"TXNDC3","brown"
"C16orf45","grey"
"FFAR1","turquoise"
"C1orf213","turquoise"
"KIAA1841","grey"
"SIRPB1","grey"
"ARHGAP24","brown"
"PROK2","brown"
"HHIPL1","turquoise"
"TMEM217","turquoise"
"MAP2K4","green"
"LOC139201","brown"
"RNF216L","green"
"RNASEH2B","blue"
"KCNS2","turquoise"
"SCARF1","grey"
"THAP1","brown"
"LYNX1","turquoise"
"OXER1","black"
"TAS1R1","turquoise"
"MS4A4A","red"
"CEACAM21","red"
"CASP1","brown"
"TBX1","turquoise"
"VENTX","grey"
"CHRNA10","grey"
"HSD11B1L","turquoise"
"SULT1A1","green"
"APOBEC3B","grey"
"CLEC1B","grey"
"CABLES1","turquoise"
"EDNRB","grey"
"VNN3","green"
"TBC1D2B","green"
"HS3ST6","turquoise"
"U2AF1L4","blue"
"RPS26","blue"
"CCDC48","turquoise"
"TARP","blue"
"RNPEPL1","black"
"USF1","green"
"LGTN","blue"
"RAB33A","red"
"MIA","turquoise"
"SERPINB10","grey"
"TMEM8B","blue"
"HIST3H2BB","turquoise"
"HSP90AA1","yellow"
"MCM6","blue"
"ICAM1","black"
"LOC100130283","grey"
"CXCR1","black"
"FCGR3B","green"
"LUC7L3","yellow"
"VCP","green"
"SLC44A4","turquoise"
"PEX2","brown"
"DALRD3","blue"
"PIK3R1","yellow"
"LDHA","red"
"BTG1","green"
"AIDA","turquoise"
"RBM18","brown"
"FAM32A","brown"
"PL-5283","turquoise"
"CEBPZ","brown"
"DPH3","brown"
"NSMCE1","blue"
"HP1BP3","blue"
"SCAMP1","brown"
"ROD1","brown"
"PELI1","brown"
"SIL1","red"
"NFYB","grey"
"KLF10","yellow"
"WDR5B","grey"
"SLC3A2","grey"
"DDX21","yellow"
"PPP1R12A","brown"
"POT1","brown"
"UBXN1","blue"
"PALLD","grey"
"MAF","blue"
"ZNF277","yellow"
"FOXRED2","grey"
"LOC642869","blue"
"UBL7","turquoise"
"ALDOA","black"
"USP12","turquoise"
"POLD3","brown"
"COMMD2","brown"
"GNAQ","red"
"TLK1","brown"
"MANBAL","grey"
"CA2","turquoise"
"SLC35B4","blue"
"INPP5D","green"
"PEX19","brown"
"PRIM1","blue"
"SLC25A26","blue"
"CCT8","yellow"
"MRPS33","blue"
"HNRPLL","brown"
"ZNF586","brown"
"ARL4A","turquoise"
"IMPA1","brown"
"ZFP161","yellow"
"ANXA4","brown"
"DDX58","grey"
"COX18","yellow"
"UBTD2","brown"
"CCDC50","blue"
"TNFAIP8","brown"
"PSTPIP1","black"
"LRRN4CL","turquoise"
"TSSK3","turquoise"
"FBXO45","yellow"
"ZBTB1","yellow"
"ETV1","turquoise"
"IL7R","blue"
"DDX39","blue"
"CCDC14","yellow"
"ZNF480","blue"
"SLFN5","blue"
"STAT4","blue"
"USP53","brown"
"MRPL11","blue"
"TTC5","blue"
"SLC46A2","blue"
"IRAK2","brown"
"SPG21","black"
"DBNDD2","blue"
"CCDC104","yellow"
"TAOK3","green"
"TNPO2","blue"
"BSDC1","blue"
"NAT8L","turquoise"
"KPRP","turquoise"
"ZNF673","yellow"
"CYP20A1","yellow"
"ZC3H14","blue"
"CYP4F3","black"
"VIPR1","turquoise"
"CLDN5","turquoise"
"ZMAT3","green"
"PHF12","green"
"PCYT1B","turquoise"
"DOPEY2","yellow"
"NKD1","turquoise"
"C6orf97","turquoise"
"FANCE","turquoise"
"HDGFRP2","black"
"CLEC4M","turquoise"
"UTP6","yellow"
"PTPRC","brown"
"UAP1L1","turquoise"
"CRTAM","blue"
"C5AR1","black"
"CCDC19","green"
"NR2E1","grey"
"C19orf60","blue"
"JAK2","brown"
"ZNF23","turquoise"
"AFAP1","grey"
"DEF6","green"
"TRPM6","black"
"C3orf62","green"
"CLEC7A","green"
"CLDN19","turquoise"
"MPND","turquoise"
"PAGE5","turquoise"
"LRRFIP2","red"
"GRIN1","turquoise"
"C16orf92","turquoise"
"SLFN11","yellow"
"IRX5","turquoise"
"SP4","yellow"
"INTS2","yellow"
"PSG6","turquoise"
"TMEM164","grey"
"CD300LB","green"
"SUCNR1","grey"
"DYRK3","turquoise"
"COMMD6","brown"
"GPR182","turquoise"
"LIMK2","black"
"MTMR1","brown"
"NTSR1","red"
"C1RL","black"
"SH3D20","grey"
"NUDT7","grey"
"HEATR7A","turquoise"
"SPEG","turquoise"
"KLRAQ1","brown"
"KLHDC10","brown"
"NKX2-8","turquoise"
"PGBD4","blue"
"MGAT5B","turquoise"
"NPFF","grey"
"CR1","red"
"RAX","turquoise"
"PLEKHG6","turquoise"
"METRNL","red"
"GPR172B","turquoise"
"LPPR3","turquoise"
"DOCK8","green"
"ACVR1C","grey"
"BCL11B","blue"
"C1orf130","turquoise"
"P2RY14","grey"
"NECAP2","yellow"
"CCDC116","turquoise"
"LOC375190","red"
"SLC12A9","black"
"RSRC2","brown"
"HMX1","turquoise"
"TRIM69","grey"
"TMIGD2","blue"
"SEC11A","yellow"
"SIGLEC7","black"
"FKBP11","blue"
"NAA16","yellow"
"CALML6","turquoise"
"LAIR2","grey"
"CFB","turquoise"
"BCKDHA","grey"
"GFOD2","red"
"DPH5","yellow"
"AAMP","blue"
"CD2","blue"
"B3GNTL1","black"
"SYMPK","turquoise"
"DCXR","blue"
"C11orf67","grey"
"TNNI2","black"
"PLEKHA4","turquoise"
"ZNF446","turquoise"
"TMEM190","turquoise"
"PFN3","turquoise"
"LILRA2","green"
"RPL37","blue"
"DUSP3","red"
"RAB18","brown"
"CSNK2A1","grey"
"PPP2R1B","yellow"
"HSDL1","brown"
"SLC25A12","brown"
"STX7","brown"
"RCAN1","yellow"
"DDX5","yellow"
"SLC31A2","brown"
"CPPED1","green"
"AMN","turquoise"
"KARS","blue"
"SLC25A17","grey"
"GNAO1","turquoise"
"RPL22L1","yellow"
"FHL1","grey"
"CHRNA2","turquoise"
"AGPAT3","turquoise"
"C1orf198","grey"
"C19orf48","turquoise"
"HP","red"
"GMCL1","brown"
"ANKMY2","yellow"
"TMEM9","grey"
"VTI1B","turquoise"
"UTP14A","blue"
"EVI2A","brown"
"SSSCA1","blue"
"GRK6","red"
"CC2D1B","green"
"GTF3A","blue"
"INTS9","blue"
"APOL1","grey"
"EGLN1","green"
"CLASP2","yellow"
"BIRC5","grey"
"RARS2","yellow"
"HLA-DOA","blue"
"PGK1","red"
"SMC4","yellow"
"HMGXB4","yellow"
"TTF1","blue"
"DEPDC1","grey"
"TRIM25","black"
"FBXO42","green"
"NPLOC4","red"
"TADA2B","black"
"TROVE2","brown"
"UQCRQ","grey"
"CYP2D6","turquoise"
"BAG5","yellow"
"PSMD14","yellow"
"SERTAD2","grey"
"ARMC8","brown"
"TMEM68","yellow"
"GEMIN4","blue"
"LYPLA2","red"
"TBCEL","turquoise"
"RAP2B","yellow"
"GBP4","grey"
"SLC22A15","brown"
"SHMT1","turquoise"
"DDHD2","blue"
"HAUS5","blue"
"CD28","blue"
"PDK1","brown"
"LUC7L2","yellow"
"POLR2J2","grey"
"ANGEL2","yellow"
"C5orf33","yellow"
"TMEM192","yellow"
"IRAK1","blue"
"NDOR1","turquoise"
"C5orf44","brown"
"UBQLN1","grey"
"SHANK2","turquoise"
"CCDC144A","grey"
"ZNF440","turquoise"
"C15orf61","turquoise"
"FPR2","brown"
"GALC","brown"
"ARFGAP2","blue"
"ELK1","turquoise"
"ANKRD9","turquoise"
"APOC4","turquoise"
"PIH1D1","blue"
"SEH1L","blue"
"TRAT1","blue"
"ZMYM6","yellow"
"CD200R1","yellow"
"AMPD3","brown"
"IRAK4","brown"
"SSR3","yellow"
"FBXL17","yellow"
"TNRC6C","yellow"
"LONP2","green"
"CPSF4","blue"
"SUSD3","grey"
"CBFA2T3","green"
"AATK","black"
"C14orf37","turquoise"
"FGGY","red"
"TIGIT","blue"
"BTN3A3","blue"
"NOD1","blue"
"SLC2A4","turquoise"
"C4orf29","yellow"
"TBC1D10C","green"
"RALGAPA2","red"
"GK5","brown"
"METTL8","blue"
"LRRC37A","green"
"SLC6A4","grey"
"PLAGL1","brown"
"PGBD2","yellow"
"CD300E","grey"
"PRTN3","grey"
"SLC2A9","grey"
"NCR3","blue"
"CCDC9","turquoise"
"GP6","grey"
"SAMD4B","green"
"ZNF155","grey"
"MPP7","brown"
"PRDM9","turquoise"
"CSAD","green"
"C17orf90","blue"
"Septin 14","black"
"TRIML1","turquoise"
"ZNF780A","red"
"HNF1A","turquoise"
"ENOSF1","blue"
"ZNF17","yellow"
"HBM","turquoise"
"KCNJ11","turquoise"
"ZNF772","yellow"
"ETV3","grey"
"IL10","red"
"SPTA1","turquoise"
"LOC100294402","blue"
"CEBPE","grey"
"TRIM11","turquoise"
"ANK1","turquoise"
"RNASEL","brown"
"NFX1","blue"
"GGA3","green"
"LRRC27","turquoise"
"AQP10","turquoise"
"ABLIM2","turquoise"
"KLRC3","blue"
"ZMYM5","brown"
"SUMF2","blue"
"TRIM23","brown"
"CDH23","grey"
"BRSK1","grey"
"JPH2","turquoise"
"PDCD1","turquoise"
"SULT1B1","red"
"C11orf86","turquoise"
"ETV3L","turquoise"
"PUSL1","blue"
"EPHA8","turquoise"
"ASPDH","turquoise"
"FOXI2","turquoise"
"HCRT","turquoise"
"SCLT1","brown"
