"gene","module"
"MAP4K5","pink"
"MAP7D1","green"
"MAP7D3","turquoise"
"MAPK1","yellow"
"MAPK11","brown"
"MAPK13","brown"
"MAPK14","black"
"MAPK1IP1L","yellow"
"MAPK3","red"
"MAPK6","yellow"
"MAPK7","grey"
"MAPK8","blue"
"MAPK8IP3","grey"
"MAPK9","blue"
"MAPKAP1","grey"
"MAPKAPK2","red"
"MAPKAPK3","grey"
"MAPKAPK5","blue"
"MAPKSP1","yellow"
"MAPRE1","black"
"MAPRE2","turquoise"
"MAPT","brown"
"March 1","blue"
"March 2","pink"
"March 3","pink"
"March 5","yellow"
"March 6","pink"
"March 7","yellow"
"March 8","pink"
"March 9","turquoise"
"MARCKS","grey"
"MARCKSL1","turquoise"
"MARCO","grey"
"MARK2","green"
"MARK3","pink"
"MARS","green"
"MAST3","green"
"MAST4","grey"
"MASTL","grey"
"MAT2A","blue"
"MAT2B","blue"
"MATK","turquoise"
"MATR3","blue"
"MAVS","green"
"MAX","grey"
"MAZ","pink"
"MB","brown"
"MBD1","blue"
"MBD2","yellow"
"MBD3","turquoise"
"MBD3L5","brown"
"MBD4","green"
"MBD6","red"
"MBIP","turquoise"
"MBL1P","brown"
"MBLAC2","blue"
"MBNL1","yellow"
"MBNL2","blue"
"MBNL3","pink"
"MBOAT1","yellow"
"MBOAT2","black"
"MBOAT7","red"
"MBP","green"
"MBTD1","yellow"
"MBTPS1","blue"
"MBTPS2","blue"
"MC2R","brown"
"MCCC1","blue"
"MCCC2","turquoise"
"MCCD1","brown"
"MCFD2","blue"
"MCHR1","grey"
"MCL1","green"
"MCM10","pink"
"MCM2","grey"
"MCM3","brown"
"MCM3AP","turquoise"
"MCM3APAS","turquoise"
"MCM4","grey"
"MCM5","brown"
"MCM6","turquoise"
"MCM7","turquoise"
"MCM8","grey"
"MCM9","yellow"
"MCOLN1","pink"
"MCOLN2","turquoise"
"MCRS1","pink"
"MCTP1","black"
"MCTP2","black"
"MCTS1","black"
"MCTS1 ","black"
"MDC1","grey"
"MDFIC","blue"
"MDGA1","brown"
"MDH1","blue"
"MDH2","turquoise"
"MDK","brown"
"MDM1","yellow"
"MDM2","yellow"
"MDM4","green"
"MDN1","turquoise"
"MDP1","black"
"ME1","grey"
"ME2","yellow"
"ME3","brown"
"MEA1","grey"
"MEAF6","blue"
"MECP2","turquoise"
"MED1","blue"
"MED10","blue"
"MED11","red"
"MED12","red"
"MED13","yellow"
"MED13L","green"
"MED14","yellow"
"MED15","grey"
"MED16","brown"
"MED17","yellow"
"MED18","black"
"MED19","turquoise"
"MED20","yellow"
"MED21","blue"
"MED22","red"
"MED23","yellow"
"MED24","turquoise"
"MED25","pink"
"MED26","green"
"MED27","grey"
"MED28","yellow"
"MED29","blue"
"MED30","yellow"
"MED31","yellow"
"MED4","yellow"
"MED6","blue"
"MED7","yellow"
"MED8","grey"
"MED9","grey"
"MEF2A","black"
"MEF2C","blue"
"MEF2D","green"
"MEFV","red"
"MEGF6","grey"
"MEGF8","grey"
"MEGF9","yellow"
"MEI1","grey"
"MEIS1","grey"
"MEIS2","brown"
"MEIS3","brown"
"MEN1","turquoise"
"MEPCE","turquoise"
"MERTK","black"
"MESDC1","yellow"
"MESDC2","turquoise"
"MESP1","brown"
"MEST","brown"
"METAP1","blue"
"METAP2","blue"
"METRN","brown"
"METRNL","red"
"METT10D","blue"
"METT5D1","blue"
"METTL1","brown"
"METTL11A","turquoise"
"METTL13","blue"
"METTL14","blue"
"METTL2A","turquoise"
"METTL2B","turquoise"
"METTL3","blue"
"METTL4","blue"
"METTL5","blue"
"METTL6","blue"
"METTL7A","grey"
"METTL7B","black"
"METTL8","blue"
"METTL9","black"
"MEX3C","blue"
"MFAP1","yellow"
"MFAP2","brown"
"MFAP3","yellow"
"MFAP3L","grey"
"MFF","black"
"MFGE8","brown"
"MFHAS1","pink"
"MFN1","yellow"
"MFN2","red"
"MFNG","turquoise"
"MFSD1","yellow"
"MFSD10","grey"
"MFSD11","black"
"MFSD2B","brown"
"MFSD5","turquoise"
"MFSD6","blue"
"MFSD7","grey"
"MFSD8","blue"
"MFSD9","grey"
"MGA","turquoise"
"MGAM","red"
"MGAT1","brown"
"MGAT2","blue"
"MGAT3","brown"
"MGAT4A","yellow"
"MGAT4B","grey"
"MGAT5B","brown"
"MGC27345","turquoise"
"MGC29506","grey"
"MGC31957","red"
"MGC31957 ","red"
"MGC39372","grey"
"MGC39584","grey"
"MGC4294","brown"
"MGEA5","green"
"MGLL","grey"
"MGMT","turquoise"
"MGRN1","green"
"MGST1","grey"
"MGST2","grey"
"MGST3","turquoise"
"MIA","grey"
"MIA3","green"
"MIB1","blue"
"MIB2","turquoise"
"MICA","grey"
"MICAL1","red"
"MICAL2","pink"
"MICALCL","pink"
"MICALL1","grey"
"MICALL2","pink"
"MICB","grey"
"MID1IP1","green"
"MIDN","red"
"MIER1","yellow"
"MIER3","blue"
"MIF","turquoise"
"MIF ","turquoise"
"MIF4GD","turquoise"
"MIIP","brown"
"MINA","blue"
"MINK1","brown"
"MINPP1","pink"
"MIOS","blue"
"MIOX","brown"
"MIP","brown"
"MIR17HG","pink"
"MIR21","red"
"MIR21 ","green"
"MIS12","blue"
"MITD1","blue"
"MITF","grey"
"MKI67","grey"
"MKI67IP","blue"
"MKKS","yellow"
"MKL1","red"
"MKLN1","yellow"
"MKNK1","black"
"MKNK2","green"
"MKRN1","pink"
"MKRN2","blue"
"MKS1","brown"
"MLC1","brown"
"MLEC","turquoise"
"MLF1IP","grey"
"MLF2","red"
"MLH1","blue"
"MLH3","grey"
"MLKL","black"
"MLL","turquoise"
"MLL3","green"
"MLL4","green"
"MLL5","green"
"MLLT1","red"
"MLLT10","grey"
"MLLT10 ","yellow"
"MLLT11","turquoise"
"MLLT3","turquoise"
"MLLT4","grey"
"MLLT6","turquoise"
"MLST8","brown"
"MLX","red"
"MLXIP","red"
"MLXIPL","brown"
"MLYCD","turquoise"
"MMAB","grey"
"MMADHC","black"
"MMD","grey"
"MME","green"
"MMGT1","black"
"MMP14","brown"
"MMP16","brown"
"MMP19","brown"
"MMP24","brown"
"MMP25","red"
"MMP28","brown"
"MMP8","black"
"MMP9","black"
"MMRN1","grey"
"MMS19","turquoise"
"MNT","red"
"MOAP1","blue"
"MOB2","pink"
"MOBKL1A","grey"
"MOBKL1B","yellow"
"MOBKL2A","green"
"MOBKL2B","turquoise"
"MOBKL2C","black"
"MOBKL3","yellow"
"MOCS1","brown"
"MOGAT2","brown"
"MOGS","turquoise"
"MON1A","grey"
"MON1B","red"
"MON2","yellow"
"MORC2","turquoise"
"MORC3","yellow"
"MORF4","grey"
"MORF4L1","yellow"
"MORF4L2","blue"
"MORN4","brown"
"MOSC1","red"
"MOSPD1","pink"
"MOSPD2","yellow"
"MOSPD3","black"
"MOV10","grey"
"MPDU1","grey"
"MPEG1","green"
"MPG","turquoise"
"MPHOSPH10","blue"
"MPHOSPH6","blue"
"MPHOSPH8","turquoise"
"MPI","turquoise"
"MPL","grey"
"MPND","grey"
"MPO","grey"
"MPP1","pink"
"MPP5","grey"
"MPP7","yellow"
"MPPE1","green"
"MPPED1","brown"
"MPRIP","turquoise"
"MPST","grey"
"MPV17","turquoise"
"MPV17L2","grey"
"MPZ","black"
"MPZL1","green"
"MPZL2","yellow"
"MPZL3","grey"
"MR1","black"
"MRAS","grey"
"MRC2","brown"
"MRE11A","turquoise"
"MREG","yellow"
"MRFAP1","blue"
"MRFAP1L1","blue"
"MRGPRD","brown"
"MRGPRE","brown"
"MRGPRF","brown"
"MRI1","blue"
"MRM1","brown"
"MRP63","turquoise"
"MRPL1","blue"
"MRPL10","blue"
"MRPL11","turquoise"
"MRPL12","grey"
"MRPL13","yellow"
"MRPL14","turquoise"
"MRPL15","blue"
"MRPL16","blue"
"MRPL17","turquoise"
"MRPL18","blue"
"MRPL19","blue"
"MRPL20","turquoise"
"MRPL21","turquoise"
"MRPL22","grey"
"MRPL23","turquoise"
"MRPL24","turquoise"
"MRPL27","turquoise"
"MRPL28","brown"
"MRPL3","blue"
"MRPL30","blue"
"MRPL32","blue"
"MRPL33","yellow"
"MRPL34","turquoise"
"MRPL35","blue"
"MRPL36","turquoise"
"MRPL37","turquoise"
"MRPL38","turquoise"
"MRPL39","blue"
"MRPL4","turquoise"
"MRPL40","turquoise"
"MRPL41","turquoise"
"MRPL42","blue"
"MRPL43","turquoise"
"MRPL44","yellow"
"MRPL45","turquoise"
"MRPL46","turquoise"
"MRPL47","yellow"
"MRPL48","turquoise"
"MRPL49","blue"
"MRPL50","blue"
"MRPL51","turquoise"
"MRPL52","turquoise"
"MRPL54","turquoise"
"MRPL55","turquoise"
"MRPL9","turquoise"
"MRPS10","blue"
"MRPS11","turquoise"
"MRPS12","turquoise"
"MRPS14","turquoise"
"MRPS15","turquoise"
"MRPS16","turquoise"
"MRPS17","turquoise"
"MRPS17 ","turquoise"
"MRPS18A","turquoise"
"MRPS18B","turquoise"
"MRPS18C","black"
"MRPS2","turquoise"
"MRPS21","turquoise"
"MRPS22","yellow"
"MRPS23","blue"
"MRPS24","turquoise"
"MRPS25","turquoise"
"MRPS26","turquoise"
"MRPS27","turquoise"
"MRPS28 ","blue"
"MRPS30","blue"
"MRPS31","blue"
"MRPS33","turquoise"
"MRPS34","turquoise"
"MRPS35","blue"
"MRPS36","grey"
"MRPS5","blue"
"MRPS6","turquoise"
"MRPS7","turquoise"
"MRPS9","turquoise"
"MRRF","turquoise"
"MRS2","blue"
"MRTO4","turquoise"
"MRVI1","red"
"MS4A1","blue"
"MS4A14","turquoise"
"MS4A3","grey"
"MS4A4A","black"
"MS4A6A","black"
"MS4A7","turquoise"
"MSH2","blue"
"MSH3","black"
"MSH5","brown"
"MSH6","blue"
"MSI2","pink"
"MSL1","green"
"MSL2","yellow"
"MSL3","black"
"MSN","green"
"MSR1","grey"
"MSRA","black"
"MSRB2","red"
"MSRB3","black"
"MST1","brown"
"MST1 ","grey"
"MST1R","brown"
"MST4","yellow"
"MT1E","grey"
"MT1F","grey"
"MT1G","grey"
"MT1M ","grey"
"MT1X","grey"
"MT2A","grey"
"MT3","brown"
"MTA1","blue"
"MTA2","turquoise"
"MTAP","grey"
"MTCH1","grey"
"MTCH2","turquoise"
"MTDH","turquoise"
"MTERF","blue"
"MTERFD1","blue"
"MTERFD2","turquoise"
"MTF1","red"
"MTF2","blue"
"MTFMT","yellow"
"MTG1","brown"
"MTHFD1","turquoise"
"MTHFD1L","grey"
"MTHFD2","yellow"
"MTHFR","turquoise"
"MTHFS","black"
"MTIF2","blue"
"MTIF3","yellow"
"MTM1","yellow"
"MTMR1","yellow"
"MTMR10","yellow"
"MTMR11","turquoise"
"MTMR12","blue"
"MTMR14","red"
"MTMR15","turquoise"
"MTMR2","turquoise"
"MTMR3","red"
"MTMR4","yellow"
"MTMR6","yellow"
"MTMR7","brown"
"MTMR9","yellow"
"MTMR9L","brown"
"MTO1","blue"
"MTOR","blue"
"MTP18","brown"
"MTP18 ","brown"
"MTPAP","blue"
"MTR","turquoise"
"MTRF1","grey"
"MTRF1L","black"
"MTRR","yellow"
"MTSS1","blue"
"MTUS2","brown"
"MTX1","red"
"MTX3","blue"
"MUC1","brown"
"MUC21","brown"
"MUC5B","brown"
"MUDENG","yellow"
"MUL1","grey"
"MUM1","turquoise"
"MUS81","grey"
"MUSTN1","black"
"MUT","black"
"MUTED","blue"
"MUTED ","grey"
"MVD","brown"
"MVK","grey"
"MVP","red"
"MX1","grey"
"MX2","green"
"MXD1","red"
"MXD3","red"
"MXD4","pink"
"MXI1","pink"
"MXRA7","grey"
"MXRA8","brown"
"MYADM","red"
"MYB","grey"
"MYBBP1A","brown"
"MYBL1","turquoise"
"MYBL2","pink"
"MYBPC3","grey"
"MYC","blue"
"MYCBP","yellow"
"MYCBP2","turquoise"
"MYCL1","blue"
"MYD88","red"
"MYEF2","turquoise"
"MYEOV","brown"
"MYEOV2","turquoise"
"MYH9","green"
"MYL10","brown"
"MYL12A","black"
"MYL12B","black"
"MYL4","pink"
"MYL5","grey"
"MYL6","black"
"MYL6B","grey"
"MYL9","grey"
"MYLIP","green"
"MYLK","grey"
"MYLPF","brown"
"MYNN","yellow"
"MYO10","black"
"MYO18A ","green"
"MYO1C","brown"
"MYO1F","green"
"MYO1G","grey"
"MYO3A","brown"
"MYO5A","yellow"
"MYO7A","grey"
"MYO7B","grey"
"MYO9A","turquoise"
"MYO9B","green"
"MYOF","grey"
"MYOM1","brown"
"MYOM2","grey"
"MYPOP","grey"
"MYSM1","yellow"
"MYST1","green"
"MYST2","green"
"MYST3","red"
"MYST4","blue"
"MZF1","turquoise"
"N4BP1","red"
"N4BP2","blue"
"N4BP2L1","blue"
"N4BP2L2","yellow"
"N4BP3","brown"
"NAA10","turquoise"
"NAA15","blue"
"NAA16","blue"
"NAA20","blue"
"NAA25","turquoise"
"NAA30","blue"
"NAA35","blue"
"NAA38","yellow"
"NAA40","turquoise"
"NAA50","yellow"
"NAAA","turquoise"
"NAALADL1","grey"
"NAB1","yellow"
"NACA","turquoise"
"NACA2","turquoise"
"NACC2","grey"
"NADK","green"
"NADSYN1","grey"
"NAE1","blue"
"NAGA","turquoise"
"NAGK","green"
"NAGLU","turquoise"
"NAGPA","turquoise"
"NAGS","grey"
"NAIF1","grey"
"NAIP","black"
"NAMPT","yellow"
"NANOS2","brown"
"NANOS3","brown"
"NANP","blue"
"NANS","black"
"NAP1L1","blue"
"NAP1L4","pink"
"NAPA","pink"
"NAPB","yellow"
"NAPEPLD","blue"
"NAPG","yellow"
"NAPRT1","black"
"NAPSA","brown"
"NAPSB","turquoise"
"NARF","red"
"NARFL","brown"
"NARG2","blue"
"NARS","blue"
"NARS2","blue"
"NASP","blue"
"NAT1","yellow"
"NAT10","turquoise"
"NAT14","brown"
"NAT15","black"
"NAT6","pink"
"NAT8B","grey"
"NAT8L","brown"
"NAT9","turquoise"
"NAV1","grey"
"NAV2","brown"
"NBAS","turquoise"
"NBEAL2","red"
"NBL1","grey"
"NBN","yellow"
"NBPF1 ","blue"
"NBPF8","green"
"NBR1","green"
"NBR2","grey"
"NCALD","turquoise"
"NCAM1","grey"
"NCAPD2","grey"
"NCAPD3","blue"
"NCAPG","grey"
"NCAPG2","grey"
"NCAPH","grey"
"NCAPH2","turquoise"
"NCBP1","blue"
"NCBP2","blue"
"NCDN","brown"
"NCEH1","grey"
"NCF1 ","green"
"NCF2","red"
"NCF4","red"
"NCK1","yellow"
"NCK2","yellow"
"NCKAP1","grey"
"NCKAP1L","black"
"NCKAP5L","brown"
"NCKIPSD","grey"
"NCL","blue"
"NCLN","green"
"NCOA1","green"
"NCOA2","grey"
"NCOA3","green"
"NCOA4","pink"
"NCOA5","turquoise"
"NCOA6","yellow"
"NCOA7","yellow"
"NCOR1","green"
"NCOR2","turquoise"
"NCR1","grey"
"NCR3","turquoise"
"NCRNA00085","grey"
"NCRNA00105","brown"
"NCRNA00110","brown"
"NCRNA00114","brown"
"NCRNA00188","grey"
"NCRNA00201","blue"
"NCRNA00204","green"
"NCRNA00219","turquoise"
"NCRNA00235","brown"
"NCS1","brown"
"NCSTN","red"
"NDC80","grey"
"NDE1","green"
"NDEL1","red"
"NDFIP1","yellow"
"NDNL2","blue"
"NDOR1","grey"
"NDRG1","grey"
"NDRG2","brown"
"NDRG3","green"
"NDST1","red"
"NDST2","black"
"NDUFA1","black"
"NDUFA10","blue"
"NDUFA11","turquoise"
"NDUFA12","turquoise"
"NDUFA13","brown"
"NDUFA13 ","turquoise"
"NDUFA2","grey"
"NDUFA3","turquoise"
"NDUFA4","black"
"NDUFA5","grey"
"NDUFA6","grey"
"NDUFA7","turquoise"
"NDUFA8","turquoise"
"NDUFA9","turquoise"
"NDUFAB1","turquoise"
"NDUFAF1","black"
"NDUFAF2","turquoise"
"NDUFAF3","pink"
"NDUFAF4","turquoise"
"NDUFB1","black"
"NDUFB10","turquoise"
"NDUFB11","turquoise"
"NDUFB2","turquoise"
"NDUFB3","black"
"NDUFB4","turquoise"
"NDUFB5","blue"
"NDUFB6","green"
"NDUFB7","turquoise"
"NDUFB8","turquoise"
"NDUFB8 ","turquoise"
"NDUFB9","black"
"NDUFC1","grey"
"NDUFC2","black"
"NDUFS1","yellow"
"NDUFS2","green"
"NDUFS3","turquoise"
"NDUFS4","grey"
"NDUFS5","grey"
"NDUFS6","turquoise"
"NDUFS7","turquoise"
"NDUFS8","turquoise"
"NDUFV1","turquoise"
"NDUFV2","grey"
"NDUFV3","pink"
"NECAB1","black"
"NECAB2","grey"
"NECAB3","grey"
"NECAP1","yellow"
"NECAP2","blue"
"NEDD1","yellow"
"NEDD4","black"
"NEDD4L","pink"
"NEDD8","black"
"NEDD9","green"
"NEIL1","grey"
"NEIL2","pink"
"NEK1","turquoise"
"NEK2","grey"
"NEK3","grey"
"NEK4","blue"
"NEK6","black"
"NEK7","yellow"
"NEK8","brown"
"NEK9","black"
"NELF","grey"
"NELL2","turquoise"
"NENF","grey"
"NEO1","black"
"NET1","grey"
"NETO2","grey"
"NEU1","green"
"NEU2","brown"
"NEU4","brown"
"NEURL4","grey"
"NEUROD1","grey"
"NEUROD2","grey"
"NEXN","grey"
"NF1","red"
"NF2","turquoise"
"NFAM1","green"
"NFAT5","green"
"NFATC1","turquoise"
"NFATC2","turquoise"
"NFATC2IP","turquoise"
"NFATC3","turquoise"
"NFATC4","brown"
"NFE2","black"
"NFE2L1","grey"
"NFE2L2","green"
"NFE4","grey"
"NFIA","pink"
"NFIC","green"
"NFIL3","red"
"NFIX","pink"
"NFKB1","red"
"NFKB2","grey"
"NFKBIA","black"
"NFKBIB","grey"
"NFKBID","grey"
"NFKBIE","turquoise"
"NFKBIL1","grey"
"NFKBIZ","yellow"
"NFRKB","blue"
"NFS1","blue"
"NFU1","yellow"
"NFX1","blue"
"NFXL1","grey"
"NFYA","yellow"
"NFYB","grey"
"NFYC","green"
"NGDN","blue"
"NGFR","brown"
"NGFRAP1","grey"
"NGLY1","yellow"
"NGRN","pink"
"NHEDC2","turquoise"
"NHEJ1 ","turquoise"
"NHLH1","brown"
"NHLRC3","yellow"
"NHLRC4","brown"
"NHP2","turquoise"
"NHP2L1","turquoise"
"NHP2L1 ","turquoise"
"NHSL2","grey"
"NID1","grey"
"NIF3L1","blue"
"NIN","yellow"
"NINJ1","green"
"NINJ2","pink"
"NINL","brown"
"NIP7","blue"
"NIPA1","grey"
"NIPA2","yellow"
"NIPAL2","blue"
"NIPAL3","turquoise"
"NIPAL4","brown"
"NIPBL","green"
"NIPSNAP1","turquoise"
"NIPSNAP3A","yellow"
"NISCH","turquoise"
"NIT1","black"
"NIT2","turquoise"
"NKAP","yellow"
"NKAPL","grey"
"NKD1","brown"
"NKG7","grey"
"NKIRAS2","grey"
"NKRF","blue"
"NKTR","turquoise"
"NKX1-2","brown"
"NKX2-8","brown"
"NKX3-1","grey"
"NKX6-3","brown"
"NLGN2","brown"
"NLGN3","brown"
"NLK","yellow"
"NLN","grey"
"NLRC3","turquoise"
"NLRC4","black"
"NLRC5","green"
"NLRP1","green"
"NLRP12","red"
"NLRP2","grey"
"NLRP3","red"
"NLRP6","grey"
"NLRX1","green"
"NMD3","blue"
"NME1-NME2 ","turquoise"
"NME1 ","turquoise"
"NME3","turquoise"
"NME4","pink"
"NME6","red"
"NME7","blue"
"NMI","yellow"
"NMNAT1","black"
"NMNAT2","grey"
"NMNAT3","pink"
"NMRAL1","turquoise"
"NMT1","grey"
"NMT2","turquoise"
"NMUR1","turquoise"
"NNAT","brown"
"NNMT","grey"
"NNT","blue"
"NOB1","turquoise"
"NOC2L","turquoise"
"NOC4L","grey"
"NOD1","turquoise"
"NOD2","yellow"
"NODAL","brown"
"NOL10","blue"
"NOL11","blue"
"NOL12","grey"
"NOL12 ","green"
"NOL3","brown"
"NOL6","brown"
"NOL7","black"
"NOL8","blue"
"NOLC1","blue"
"NOMO1 ","turquoise"
"NOMO2","grey"
"NONO","blue"
"NOP10","black"
"NOP16","blue"
"NOP2","turquoise"
"NOP56","turquoise"
"NOP58","turquoise"
"NOSIP","turquoise"
"NOTCH1","green"
"NOTCH2","green"
"NOTCH2 ","grey"
"NOTCH2NL","green"
"NOTCH3","brown"
"NOV","turquoise"
"NOVA2","brown"
"NOX4","brown"
"NOXA1","brown"
"NPAS1","brown"
"NPAS3","brown"
"NPAT","turquoise"
"NPB","brown"
"NPC1","blue"
"NPC2","turquoise"
"NPCDR1","turquoise"
"NPDC1","grey"
"NPEPL1","red"
"NPEPPS","green"
"NPFF","grey"
"NPHP3","yellow"
"NPHP4","grey"
"NPL","grey"
"NPLOC4","grey"
"NPM1","blue"
"NPM3","turquoise"
"NPPA","brown"
"NPR1","brown"
"NPRL2","turquoise"
"NPRL3","pink"
"NPTN","yellow"
"NPW","brown"
"NQO2","black"
"NR1D1 ","brown"
"NR1D2","turquoise"
"NR1H2","red"
"NR2C1","turquoise"
"NR2C2","yellow"
"NR2C2AP","brown"
"NR2E1","black"
"NR2F1","brown"
"NR2F6","brown"
"NR3C1","red"
"NR4A1","brown"
"NRAP","brown"
"NRARP","brown"
"NRAS","yellow"
"NRBF2","yellow"
"NRBP1","red"
"NRBP2","brown"
"NRD1","red"
"NRF1","green"
"NRG1","grey"
"NRGN","grey"
"NRIP1","yellow"
"NRM","red"
"NRN1","grey"
"NRP2","brown"
"NRSN1","pink"
"NRSN2","brown"
"NRTN","brown"
"NRXN2","brown"
"NSA2","blue"
"NSD1","green"
"NSDHL","grey"
"NSF","yellow"
"NSFL1C","green"
"NSL1","blue"
"NSMAF","yellow"
"NSMCE1","turquoise"
"NSMCE2","yellow"
"NSMCE4A","blue"
"NSUN2","blue"
"NSUN3","pink"
"NSUN4","turquoise"
"NSUN5","grey"
"NSUN5P1","turquoise"
"NSUN5P2","turquoise"
"NSUN6","turquoise"
"NSUN7","black"
"NT5C","grey"
"NT5C2","yellow"
"NT5C3","grey"
"NT5C3L","brown"
"NT5DC1","blue"
"NT5DC3","grey"
"NT5E","turquoise"
"NT5M","pink"
"NTAN1","pink"
"NTHL1","turquoise"
"NTN3","brown"
"NTNG2","red"
"NTRK3","brown"
"NTSR1","grey"
"NUB1","grey"
"NUBP1","turquoise"
"NUBP2","turquoise"
"NUCB1","grey"
"NUCB2","grey"
"NUCKS1","turquoise"
"NUDC","turquoise"
"NUDCD1","blue"
"NUDCD2","blue"
"NUDCD3","turquoise"
"NUDT1","pink"
"NUDT15","blue"
"NUDT16","red"
"NUDT16L1","turquoise"
"NUDT16P1","grey"
"NUDT17","brown"
"NUDT18","grey"
"NUDT19","yellow"
"NUDT21","blue"
"NUDT22","black"
"NUDT3","yellow"
"NUDT4","pink"
"NUDT4 ","pink"
"NUDT5","red"
"NUDT7","grey"
"NUDT8","brown"
"NUDT9","blue"
"NUFIP1","turquoise"
"NUFIP2","yellow"
"NUMA1","turquoise"
"NUMB","red"
"NUMBL","brown"
"NUP107","blue"
"NUP133","blue"
"NUP153","yellow"
"NUP155","blue"
"NUP160","blue"
"NUP188","turquoise"
"NUP205","blue"
"NUP210","turquoise"
"NUP214","green"
"NUP37","blue"
"NUP43","turquoise"
"NUP50","green"
"NUP54","blue"
"NUP62","blue"
"NUP85","blue"
"NUP88","blue"
"NUP93","blue"
"NUP98","grey"
"NUPL1","yellow"
"NUPL2","blue"
"NUS1","yellow"
"NUS1 ","yellow"
"NUSAP1","grey"
"NUTF2","turquoise"
"NVL","turquoise"
"NXF1","turquoise"
"NXNL1","brown"
"NXPH4","brown"
"NXT1","turquoise"
"NXT2","yellow"
"NYX","brown"
"OAF","turquoise"
"OAS1","grey"
"OAS2","grey"
"OAS3","grey"
"OASL","grey"
"OAT","black"
"OAZ1","pink"
"OAZ2","grey"
"OBFC1","black"
"OBFC2A","yellow"
"OBFC2B","turquoise"
"OBSL1","brown"
"OCEL1","turquoise"
"OCIAD1","blue"
"OCIAD2","turquoise"
"OCRL","yellow"
"ODC1","pink"
"ODF2","turquoise"
"ODF3B","grey"
"ODZ1","grey"
"OFD1","turquoise"
"OGDH","grey"
"OGFOD1","turquoise"
"OGFOD2","brown"
"OGFR","green"
"OGFRL1","yellow"
"OGG1","turquoise"
"OGT","blue"
"OIP5","grey"
"OLA1","turquoise"
"OLAH","black"
"OLFM4","black"
"OLFML2A","brown"
"OLFML2B","brown"
"OLIG1","grey"
"OLIG2","grey"
"OLR1","grey"
"OMA1","yellow"
"OMG","grey"
"OMP","grey"
"OPA1","yellow"
"OPA3","turquoise"
"OPHN1","brown"
"OPLAH","black"
"OPN3","blue"
"OPRD1","brown"
"OPRL1","red"
"OPTN","pink"
"OR10A4","brown"
"OR10G4 ","brown"
"OR10G7","brown"
"OR10H1 ","brown"
"OR13H1","brown"
"OR14I1","brown"
"OR1L1","brown"
"OR1N1","brown"
"OR1N2","brown"
"OR2A1 ","brown"
"OR2A14","brown"
"OR2A2","brown"
"OR2M1P ","brown"
"OR2T2","grey"
"OR2T3 ","brown"
"OR2T34","brown"
"OR2T6","brown"
"OR2W3","pink"
"OR4N2","brown"
"OR51D1","brown"
"OR51E1","brown"
"OR52R1","grey"
"OR56A4","brown"
"OR5A2","grey"
"OR5H1","grey"
"OR7D4","brown"
"OR9K2","brown"
"ORAI1","red"
"ORAI2","red"
"ORAI3","green"
"ORAOV1","brown"
"ORC2L","blue"
"ORC3L","blue"
"ORC4L","yellow"
"ORC5L","blue"
"ORM1","red"
"ORM1 ","red"
"ORM2","grey"
"ORMDL1","blue"
"ORMDL2","black"
"ORMDL3","pink"
"OS9","red"
"OSBP","turquoise"
"OSBP2","pink"
"OSBPL11","yellow"
"OSBPL1A","red"
"OSBPL2","green"
"OSBPL3","turquoise"
"OSBPL5","grey"
"OSBPL6","grey"
"OSBPL7","brown"
"OSBPL8","green"
"OSBPL9","black"
"OSCAR","black"
"OSGEP","turquoise"
"OSGEPL1","turquoise"
"OSGIN1","brown"
"OSGIN2","green"
"OSM","black"
"OST4","pink"
"OSTalpha","black"
"OSTC","blue"
"OSTF1","red"
"OSTM1","yellow"
"OTOF","brown"
"OTOS","brown"
"OTUB1","red"
"OTUD1","yellow"
"OTUD3","turquoise"
"OTUD4","blue"
"OTUD5","brown"
"OTUD6B","blue"
"OTX1","grey"
"OVOS ","grey"
"OXA1L","turquoise"
"OXCT1","grey"
"OXCT2","brown"
"OXER1","red"
"OXNAD1","turquoise"
"OXR1","yellow"
"OXSM","blue"
"OXSR1","yellow"
"P2RX1","black"
"P2RX3","brown"
"P2RX4","grey"
"P2RX5","turquoise"
"P2RX7","turquoise"
"P2RY10","turquoise"
"P2RY11","brown"
"P2RY13","red"
"P2RY14","grey"
"P2RY8","turquoise"
"P4HA1","yellow"
"P4HB","grey"
"P4HTM","turquoise"
"PA2G4","pink"
"PAAF1","turquoise"
"PABPC1","blue"
"PABPC1L","green"
"PABPC4","turquoise"
"PABPC5","brown"
"PABPN1","turquoise"
"PABPN1L","brown"
"PACS1","green"
"PACS2","brown"
"PACSIN1","brown"
"PACSIN2","red"
"PADI2","red"
"PADI4","black"
"PAF1","green"
"PAFAH1B1","red"
"PAFAH1B1 ","grey"
"PAFAH1B2","red"
"PAFAH1B3","turquoise"
"PAFAH2","turquoise"
"PAG1","black"
"PAGE2 ","pink"
"PAGE5","brown"
"PAH","brown"
"PAICS","blue"
"PAIP1","yellow"
"PAIP2","yellow"
"PAK1","green"
"PAK1IP1","blue"
"PAK2","green"
"PAK3","grey"
"PAK4","brown"
"PAK6","brown"
"PALB2","turquoise"
"PALLD","grey"
"PALMD","brown"
"PAM","black"
"PAN2","blue"
"PAN3","yellow"
"PANK2","yellow"
"PANK3","yellow"
"PANK4","green"
"PANX1","grey"
"PANX2","green"
"PAOX","turquoise"
