"iteration","seed","algorithm","gene","importance","rank","selected"
1,20270719,"Ranger","RASGRP1",0.00693412384716733,26,FALSE
1,20270719,"Ranger","DOCK10",0.00663679125349606,27,FALSE
1,20270719,"Ranger","TAF15",0.00640639037206543,28,FALSE
1,20270719,"Ranger","RFTN1",0.00634795321637427,29,FALSE
1,20270719,"Ranger","FAM102A",0.00624364765669114,30,FALSE
1,20270719,"Ranger","NELL2",0.0057924169228517,31,FALSE
1,20270719,"Ranger","EPHX2",0.00557575757575758,32,FALSE
1,20270719,"Ranger","WDR82",0.00553913043478261,33,FALSE
1,20270719,"Ranger","FBXO21",0.00545469955080939,34,FALSE
1,20270719,"Ranger","NMT2",0.00498854087089381,35,FALSE
1,20270719,"Ranger","OSGEPL1",0.0049129741349421,36,FALSE
1,20270719,"Ranger","C16orf7",0.00462401795735129,37,FALSE
1,20270719,"Ranger","TTC3",0.00420869565217391,38,FALSE
1,20270719,"Ranger","RETN",0.00393123784428132,39,FALSE
1,20270719,"Ranger","HLA-DMB",0.00388888888888889,40,FALSE
1,20270719,"Ranger","LCK",0.00387351778656126,41,FALSE
1,20270719,"Ranger","DYRK2",0.00381093544137022,42,FALSE
1,20270719,"Ranger","SMAD3",0.00372674109516215,43,FALSE
1,20270719,"Ranger","ZDHHC3",0.00366239316239316,44,FALSE
1,20270719,"Ranger","IL10RA",0.00364734299516908,45,FALSE
1,20270719,"Ranger","S100A12",0.00364069264069264,46,FALSE
1,20270719,"Ranger","SLC7A6",0.00362014796797406,47,FALSE
1,20270719,"Ranger","GADD45A",0.00333333333333333,48,FALSE
1,20270719,"Ranger","CD74",0.00308377896613191,49,FALSE
1,20270719,"Ranger","CD177",0.00306471306471306,50,FALSE
1,20270719,"Ranger","ARG1",0.00301587301587302,51,FALSE
1,20270719,"Ranger","SSBP2",0.00300897170462388,52,FALSE
1,20270719,"Ranger","NUP93",0.00299081035923141,53,FALSE
1,20270719,"Ranger","FBXL16",0.00297142857142857,54,FALSE
1,20270719,"Ranger","PLEKHA1",0.00285714285714286,55,FALSE
1,20270719,"Ranger","PRKCH",0.00285714285714286,56,FALSE
1,20270719,"Ranger","SIDT1",0.00228260869565217,57,FALSE
1,20270719,"Ranger","EOMES",0.00195238095238095,58,FALSE
1,20270719,"Ranger","ESYT1",0.00186117467581998,59,FALSE
1,20270719,"Ranger","AGAP4",0.00185185185185185,60,FALSE
1,20270719,"Ranger","DDX24",0.00182194616977226,61,FALSE
1,20270719,"Ranger","C19orf59",0.00151515151515152,62,FALSE
1,20270719,"Ranger","RAB32",0.00151515151515152,63,FALSE
1,20270719,"Ranger","CD6",0.00144927536231884,64,FALSE
1,20270719,"Ranger","TAF3",0.00140350877192982,65,FALSE
1,20270719,"Ranger","HP",0.00138888888888889,66,FALSE
1,20270719,"Ranger","FCER1A",0.00138888888888889,67,FALSE
1,20270719,"Ranger","CLSTN1",0.00138888888888889,68,FALSE
1,20270719,"Ranger","KLRG1",0.00133333333333333,69,FALSE
1,20270719,"Ranger","BCL2",0.00133333333333333,70,FALSE
1,20270719,"Ranger","PAFAH2",0.00121212121212121,71,FALSE
1,20270719,"Ranger","SBK1",0.00121212121212121,72,FALSE
1,20270719,"Ranger","CD247",0.00117647058823529,73,FALSE
1,20270719,"Ranger","FCAR",0.00115942028985507,74,FALSE
1,20270719,"Ranger","ANAPC1",0.00105263157894737,75,FALSE
1,20270719,"Ranger","NLRC3",0.000701754385964912,76,FALSE
1,20270719,"Ranger","PRKCQ",0.000634920634920635,77,FALSE
1,20270719,"Ranger","KCNA3",0,78,FALSE
1,20270719,"Ranger","CD5",0,79,FALSE
1,20270719,"Ranger","RFX5",0,80,FALSE
1,20270719,"Ranger","ANXA3",0,81,FALSE
1,20270719,"Ranger","C2orf89",0,82,FALSE
1,20270719,"Ranger","SART3",0,83,FALSE
1,20270719,"Ranger","BTN3A3",0,84,FALSE
1,20270719,"Ranger","GPR183",0,85,FALSE
1,20270719,"Ranger","ITGB7",0,86,FALSE
1,20270719,"Ranger","KIAA0182",0,87,FALSE
1,20270719,"Ranger","CKAP4",0,88,FALSE
1,20270719,"Ranger","ZNF573",0,89,FALSE
1,20270719,"Ranger","SPOCK2",0,90,FALSE
1,20270719,"Ranger","APOL3",0,91,FALSE
1,20270719,"Ranger","CLEC4D",0,92,FALSE
1,20270719,"Ranger","LY9",0,93,FALSE
1,20270719,"Ranger","TXK",0,94,FALSE
1,20270719,"Ranger","NFATC2IP",0,95,FALSE
1,20270719,"Ranger","NFATC3",0,96,FALSE
1,20270719,"Ranger","SERPINB1",0,97,FALSE
1,20270719,"Ranger","PAN2",0,98,FALSE
1,20270719,"Ranger","WBP11",0,99,FALSE
1,20270719,"Ranger","NIPAL3",0,100,FALSE
1,20270719,"XGBoost","P2RY10",0.641301431641425,1,TRUE
1,20270719,"XGBoost","CCR3",0.2512273812939,2,TRUE
1,20270719,"XGBoost","C19orf59",0.07223125992932,3,TRUE
1,20270719,"XGBoost","GATA3",0.0329331354468762,4,TRUE
1,20270719,"XGBoost","NMT2",0.0023067916884789,5,TRUE
2,20270720,"LASSO","HLA-DMB",0.821763068262162,1,TRUE
2,20270720,"LASSO","EOMES",0.776262246071788,2,TRUE
2,20270720,"LASSO","NLRC3",0.461968723318869,3,TRUE
2,20270720,"LASSO","CD244",0.43243095205491,4,TRUE
2,20270720,"LASSO","S100A8",0.431359216881524,5,TRUE
2,20270720,"LASSO","FAM43A",0.399900716989945,6,TRUE
2,20270720,"LASSO","CD96",0.328590522811226,7,TRUE
2,20270720,"LASSO","ANXA3",0.324411935803212,8,TRUE
2,20270720,"LASSO","C18orf55",0.30688271052201,9,TRUE
2,20270720,"LASSO","COG2",0.29281547723414,10,TRUE
2,20270720,"LASSO","PPIH",0.2248069773583,11,TRUE
2,20270720,"LASSO","MAPK14",0.222689115683229,12,TRUE
2,20270720,"LASSO","LDOC1L",0.082447545430429,13,TRUE
2,20270720,"LASSO","DDX47",0.0632732541807314,14,TRUE
2,20270720,"LASSO","C19orf59",0.0523321160019068,15,TRUE
2,20270720,"LASSO","FBXL16",0.0318900667307467,16,TRUE
2,20270720,"LASSO","KLRG1",0.0163526604072206,17,TRUE
2,20270720,"LASSO","SBK1",0.00613454402028659,18,TRUE
2,20270720,"glmBoost","EOMES",0.268572084031655,1,TRUE
2,20270720,"glmBoost","HLA-DMB",0.260174600512252,2,TRUE
2,20270720,"glmBoost","ANXA3",0.194845893001552,3,TRUE
2,20270720,"glmBoost","FAM43A",0.188246144693362,4,TRUE
2,20270720,"glmBoost","C18orf55",0.160123404611449,5,TRUE
2,20270720,"glmBoost","CD244",0.137194199826166,6,TRUE
2,20270720,"glmBoost","C19orf59",0.136911525332276,7,TRUE
2,20270720,"glmBoost","NLRC3",0.133041499881443,8,TRUE
2,20270720,"glmBoost","TRA@",0.118552932791843,9,TRUE
2,20270720,"glmBoost","S100A8",0.109246348044519,10,TRUE
2,20270720,"glmBoost","COG2",0.0979779199354985,11,TRUE
2,20270720,"glmBoost","PPIH",0.0720739414367908,12,TRUE
2,20270720,"glmBoost","LDOC1L",0.0505511956937018,13,TRUE
2,20270720,"glmBoost","P2RY10",0.0467995439833053,14,TRUE
2,20270720,"glmBoost","KLRG1",0.043568975509025,15,TRUE
2,20270720,"glmBoost","MAPK14",0.0413804049924593,16,TRUE
2,20270720,"glmBoost","CD96",0.0411789525009372,17,TRUE
2,20270720,"glmBoost","DDX47",0.02822703883867,18,TRUE
2,20270720,"Ranger","SBK1",0.0138641277529149,1,TRUE
2,20270720,"Ranger","SDAD1",0.0136811406179558,2,TRUE
2,20270720,"Ranger","PGS1",0.0111151891586674,3,TRUE
2,20270720,"Ranger","CD244",0.0110671936758893,4,TRUE
2,20270720,"Ranger","COG2",0.0107651768521334,5,TRUE
2,20270720,"Ranger","PRPF19",0.0107062341844951,6,TRUE
2,20270720,"Ranger","IL1R2",0.0103768259031417,7,TRUE
2,20270720,"Ranger","LRRC47",0.00995915715213961,8,TRUE
2,20270720,"Ranger","IL27RA",0.00981359437240444,9,TRUE
2,20270720,"Ranger","PRKCQ",0.00964077752313046,10,TRUE
2,20270720,"Ranger","C19orf59",0.0095301394257916,11,TRUE
2,20270720,"Ranger","PRR5L",0.00922905979071008,12,TRUE
2,20270720,"Ranger","MRPS27",0.00837934207499425,13,TRUE
2,20270720,"Ranger","CD74",0.00810267709777514,14,TRUE
2,20270720,"Ranger","GATA3",0.00788992408557626,15,TRUE
2,20270720,"Ranger","GYG1",0.0075036075036075,16,TRUE
2,20270720,"Ranger","ITGB7",0.00748353096179183,17,TRUE
2,20270720,"Ranger","NLRC3",0.00743446891272978,18,TRUE
2,20270720,"Ranger","DCTD",0.00702796138218133,19,TRUE
2,20270720,"Ranger","GZMM",0.00678928693421447,20,TRUE
2,20270720,"Ranger","NOB1",0.00667563837129055,21,FALSE
2,20270720,"Ranger","HLA-DPA1",0.00658487243750402,22,FALSE
2,20270720,"Ranger","TSHZ1",0.00650793650793651,23,FALSE
2,20270720,"Ranger","ANXA3",0.00634206349206349,24,FALSE
2,20270720,"Ranger","SRPK1",0.00633426561573015,25,FALSE
2,20270720,"Ranger","BCL11B",0.00624838124838125,26,FALSE
2,20270720,"Ranger","HK3",0.00596563873451745,27,FALSE
2,20270720,"Ranger","DENND2D",0.00592845750740488,28,FALSE
2,20270720,"Ranger","APOL3",0.00575587519523446,29,FALSE
2,20270720,"Ranger","NUP93",0.00543823326432022,30,FALSE
2,20270720,"Ranger","CD96",0.00542294874775693,31,FALSE
2,20270720,"Ranger","UPP1",0.00542129368216325,32,FALSE
2,20270720,"Ranger","KIF1B",0.00536694677871149,33,FALSE
2,20270720,"Ranger","HLA-DMB",0.00536073517126149,34,FALSE
2,20270720,"Ranger","LPXN",0.00515942028985507,35,FALSE
2,20270720,"Ranger","S100A8",0.00502645502645503,36,FALSE
2,20270720,"Ranger","MAPK14",0.00499466056445461,37,FALSE
2,20270720,"Ranger","LOC100286937",0.00494620114185332,38,FALSE
2,20270720,"Ranger","LIN7A",0.00493412384716733,39,FALSE
2,20270720,"Ranger","LOC644006",0.00488727858293076,40,FALSE
2,20270720,"Ranger","EVL",0.00486918878223226,41,FALSE
2,20270720,"Ranger","SLC2A14",0.00478260869565217,42,FALSE
2,20270720,"Ranger","Septin 1",0.00476911976911977,43,FALSE
2,20270720,"Ranger","MPRIP",0.00472438672438672,44,FALSE
2,20270720,"Ranger","RUVBL1",0.00463768115942029,45,FALSE
2,20270720,"Ranger","PDE4DIP",0.00446135265700483,46,FALSE
2,20270720,"Ranger","IMP3",0.00442926155969634,47,FALSE
2,20270720,"Ranger","KDM2B",0.00421983813288161,48,FALSE
2,20270720,"Ranger","LDOC1L",0.00416666666666667,49,FALSE
2,20270720,"Ranger","SIRPG",0.00411371237458194,50,FALSE
2,20270720,"Ranger","SERPINB1",0.00401705845641773,51,FALSE
2,20270720,"Ranger","KLRG1",0.00388888888888889,52,FALSE
2,20270720,"Ranger","HLA-DPB1",0.0038866930171278,53,FALSE
2,20270720,"Ranger","METAP1",0.00376262626262626,54,FALSE
2,20270720,"Ranger","IL2RB",0.00366666666666667,55,FALSE
2,20270720,"Ranger","GLOD4",0.00359259259259259,56,FALSE
2,20270720,"Ranger","PJA1",0.0035679012345679,57,FALSE
2,20270720,"Ranger","RRP1B",0.00348484848484848,58,FALSE
2,20270720,"Ranger","NMT2",0.00341991341991342,59,FALSE
2,20270720,"Ranger","THEM4",0.00333333333333333,60,FALSE
2,20270720,"Ranger","Septin 9",0.0033264320220842,61,FALSE
2,20270720,"Ranger","RASGRP1",0.00324720893141946,62,FALSE
2,20270720,"Ranger","DDX47",0.00315656565656566,63,FALSE
2,20270720,"Ranger","C5orf32",0.00308802308802309,64,FALSE
2,20270720,"Ranger","PLSCR3",0.00303657694962043,65,FALSE
2,20270720,"Ranger","SKAP1",0.00293333333333333,66,FALSE
2,20270720,"Ranger","SIDT1",0.00292397660818713,67,FALSE
2,20270720,"Ranger","RFX5",0.00292063492063492,68,FALSE
2,20270720,"Ranger","TRA@",0.00286984126984127,69,FALSE
2,20270720,"Ranger","C18orf55",0.00281400966183575,70,FALSE
2,20270720,"Ranger","LCK",0.00275942028985507,71,FALSE
2,20270720,"Ranger","ARG1",0.00275942028985507,72,FALSE
2,20270720,"Ranger","RFTN1",0.00269151138716356,73,FALSE
2,20270720,"Ranger","LY9",0.00265151515151515,74,FALSE
2,20270720,"Ranger","FAM102A",0.00260869565217391,75,FALSE
2,20270720,"Ranger","RABL2B",0.00254545454545455,76,FALSE
2,20270720,"Ranger","LFNG",0.00253968253968254,77,FALSE
2,20270720,"Ranger","HLA-DRB1",0.0024963924963925,78,FALSE
2,20270720,"Ranger","FAM43A",0.002,79,FALSE
2,20270720,"Ranger","EOMES",0.002,80,FALSE
2,20270720,"Ranger","HP",0.00195238095238095,81,FALSE
2,20270720,"Ranger","KIAA0748",0.0019047619047619,82,FALSE
2,20270720,"Ranger","DHRS3",0.00175438596491228,83,FALSE
2,20270720,"Ranger","CLEC4D",0.00166666666666667,84,FALSE
2,20270720,"Ranger","CD6",0.00166666666666667,85,FALSE
2,20270720,"Ranger","SAMD3",0.00156862745098039,86,FALSE
2,20270720,"Ranger","GADD45A",0.00153846153846154,87,FALSE
2,20270720,"Ranger","PPIH",0.00151515151515152,88,FALSE
2,20270720,"Ranger","FBXL16",0.00144927536231884,89,FALSE
2,20270720,"Ranger","PLEKHA1",0.00144927536231884,90,FALSE
2,20270720,"Ranger","DOCK10",0.00144927536231884,91,FALSE
2,20270720,"Ranger","GPR183",0.00115942028985507,92,FALSE
2,20270720,"Ranger","DYRK2",0.00106666666666667,93,FALSE
2,20270720,"Ranger","DCAF16",0.00105263157894737,94,FALSE
2,20270720,"Ranger","P2RY10",0,95,FALSE
2,20270720,"Ranger","S100A12",0,96,FALSE
2,20270720,"Ranger","GPR18",0,97,FALSE
2,20270720,"Ranger","IRAK3",0,98,FALSE
2,20270720,"Ranger","UBASH3A",0,99,FALSE
2,20270720,"Ranger","DDX24",0,100,FALSE
2,20270720,"XGBoost","C19orf59",0.916558204487362,1,TRUE
2,20270720,"XGBoost","ANXA3",0.0834417955126379,2,TRUE
3,20270721,"LASSO","PID1",1.61067807093184,1,TRUE
3,20270721,"LASSO","S100A8",1.28882034953388,2,TRUE
3,20270721,"LASSO","P2RY10",0.837838038293122,3,TRUE
3,20270721,"LASSO","C19orf59",0.706812459516763,4,TRUE
3,20270721,"LASSO","LRP10",0.564880606484681,5,TRUE
3,20270721,"LASSO","PASK",0.251459814318673,6,TRUE
3,20270721,"LASSO","SELM",0.243061029640035,7,TRUE
3,20270721,"LASSO","TCTN1",0.185412163839313,8,TRUE
3,20270721,"LASSO","LOC644006",0.0309836433864883,9,TRUE
3,20270721,"LASSO","FAIM3",0.0173320706411548,10,TRUE
3,20270721,"LASSO","NLRC3",0.0172587962688578,11,TRUE
3,20270721,"glmBoost","PID1",0.593715696569009,1,TRUE
3,20270721,"glmBoost","S100A8",0.410921154004757,2,TRUE
3,20270721,"glmBoost","P2RY10",0.356838992803548,3,TRUE
3,20270721,"glmBoost","C19orf59",0.282506311632516,4,TRUE
3,20270721,"glmBoost","LRP10",0.16963796661901,5,TRUE
3,20270721,"glmBoost","PJA1",0.119614287828288,6,TRUE
3,20270721,"glmBoost","FAIM3",0.0595311412876623,7,TRUE
3,20270721,"glmBoost","PASK",0.054666099197807,8,TRUE
3,20270721,"glmBoost","SELM",0.0325831132657026,9,TRUE
3,20270721,"glmBoost","TCTN1",0.028977574042061,10,TRUE
3,20270721,"Ranger","FBXO21",0.0173252838948491,1,TRUE
3,20270721,"Ranger","PLEKHA1",0.0160843673658319,2,TRUE
3,20270721,"Ranger","C5orf32",0.0137441792888017,3,TRUE
3,20270721,"Ranger","LOC644006",0.0122799800702165,4,TRUE
3,20270721,"Ranger","TRA@",0.0104299804187676,5,TRUE
3,20270721,"Ranger","CD96",0.0102496392496392,6,TRUE
3,20270721,"Ranger","TCF7",0.00984351905404537,7,TRUE
3,20270721,"Ranger","WWP1",0.00964027802263096,8,TRUE
3,20270721,"Ranger","RFTN1",0.00952756286852397,9,TRUE
3,20270721,"Ranger","GATA3",0.0095142203334423,10,TRUE
3,20270721,"Ranger","S100A12",0.00936507936507936,11,TRUE
3,20270721,"Ranger","DYRK2",0.0090048309178744,12,TRUE
3,20270721,"Ranger","PID1",0.00898162071846282,13,TRUE
3,20270721,"Ranger","SART3",0.00897745571658615,14,TRUE
3,20270721,"Ranger","MAP3K4",0.00884057971014493,15,TRUE
3,20270721,"Ranger","HNRNPA0",0.00856384208214872,16,TRUE
3,20270721,"Ranger","PJA1",0.00836795491143317,17,TRUE
3,20270721,"Ranger","GADD45A",0.00794377104377104,18,TRUE
3,20270721,"Ranger","DOCK10",0.00772826995023791,19,TRUE
3,20270721,"Ranger","FAM102A",0.00759076479076479,20,TRUE
3,20270721,"Ranger","PRKCH",0.00748067632850242,21,FALSE
3,20270721,"Ranger","PABPC4",0.00736714975845411,22,FALSE
3,20270721,"Ranger","MAPK14",0.00730682987662393,23,FALSE
3,20270721,"Ranger","PRKCQ",0.00714928791015748,24,FALSE
3,20270721,"Ranger","KDM2B",0.00713734820142143,25,FALSE
3,20270721,"Ranger","FAIM3",0.00674748465366314,26,FALSE
3,20270721,"Ranger","BCL11B",0.00670571035431717,27,FALSE
3,20270721,"Ranger","SRPK1",0.00643692564745196,28,FALSE
3,20270721,"Ranger","KIAA0748",0.00604968944099379,29,FALSE
3,20270721,"Ranger","RASGRP1",0.00599266794437073,30,FALSE
3,20270721,"Ranger","NUP93",0.00597308488612836,31,FALSE
3,20270721,"Ranger","RNF125",0.00579520697167756,32,FALSE
3,20270721,"Ranger","ARG1",0.00557407407407407,33,FALSE
3,20270721,"Ranger","ESYT1",0.00543650793650794,34,FALSE
3,20270721,"Ranger","ST6GAL1",0.00526667840168984,35,FALSE
3,20270721,"Ranger","SBK1",0.00525733525733526,36,FALSE
3,20270721,"Ranger","P2RY10",0.00523715415019763,37,FALSE
3,20270721,"Ranger","KLF12",0.00511930903235251,38,FALSE
3,20270721,"Ranger","NELL2",0.00510842323199303,39,FALSE
3,20270721,"Ranger","DCAF16",0.00505404926457558,40,FALSE
3,20270721,"Ranger","TIAM1",0.00504803675856307,41,FALSE
3,20270721,"Ranger","KIAA1147",0.00476911976911977,42,FALSE
3,20270721,"Ranger","WDR82",0.00471688311688312,43,FALSE
3,20270721,"Ranger","TRAF5",0.00454743324308542,44,FALSE
3,20270721,"Ranger","ANXA3",0.00452063492063492,45,FALSE
3,20270721,"Ranger","NMT2",0.00445717681011799,46,FALSE
3,20270721,"Ranger","S100A8",0.00442546583850932,47,FALSE
3,20270721,"Ranger","GLOD4",0.0043047619047619,48,FALSE
3,20270721,"Ranger","SSBP2",0.00406236275801493,49,FALSE
3,20270721,"Ranger","IL2RB",0.00388888888888889,50,FALSE
3,20270721,"Ranger","NPAT",0.00387878787878788,51,FALSE
3,20270721,"Ranger","HP",0.00377505027390611,52,FALSE
3,20270721,"Ranger","ABLIM1",0.00374475765780114,53,FALSE
3,20270721,"Ranger","DPP4",0.00348484848484848,54,FALSE
3,20270721,"Ranger","LCK",0.00337115251897861,55,FALSE
3,20270721,"Ranger","SPOCK2",0.00329882677708765,56,FALSE
3,20270721,"Ranger","CD247",0.00324848484848485,57,FALSE
3,20270721,"Ranger","RGL4",0.00322169059011164,58,FALSE
3,20270721,"Ranger","DHRS3",0.00303030303030303,59,FALSE
3,20270721,"Ranger","Septin 1",0.00300350877192982,60,FALSE
3,20270721,"Ranger","PARP1",0.003,61,FALSE
3,20270721,"Ranger","NLRC3",0.00299081035923141,62,FALSE
3,20270721,"Ranger","GPR18",0.00295125164690382,63,FALSE
3,20270721,"Ranger","SUN1",0.00287784679089027,64,FALSE
3,20270721,"Ranger","CD5",0.00256778309409888,65,FALSE
3,20270721,"Ranger","EVL",0.00255189255189255,66,FALSE
3,20270721,"Ranger","TTC3",0.00244927536231884,67,FALSE
3,20270721,"Ranger","NAT10",0.00216666666666667,68,FALSE
3,20270721,"Ranger","C2orf89",0.00205128205128205,69,FALSE
3,20270721,"Ranger","UBASH3A",0.00181818181818182,70,FALSE
3,20270721,"Ranger","TSHZ1",0.00173913043478261,71,FALSE
3,20270721,"Ranger","FBXL16",0.00173913043478261,72,FALSE
3,20270721,"Ranger","Septin 9",0.00158730158730159,73,FALSE
3,20270721,"Ranger","KCNA3",0.00158730158730159,74,FALSE
3,20270721,"Ranger","IL1R2",0.00158730158730159,75,FALSE
3,20270721,"Ranger","HEATR2",0.00151515151515152,76,FALSE
3,20270721,"Ranger","SELM",0.00138888888888889,77,FALSE
3,20270721,"Ranger","EPHX2",0.00138888888888889,78,FALSE
3,20270721,"Ranger","MBOAT2",0.00133333333333333,79,FALSE
3,20270721,"Ranger","TCTN1",0.00133333333333333,80,FALSE
3,20270721,"Ranger","SIDT1",0.00126984126984127,81,FALSE
3,20270721,"Ranger","SDAD1",0.00126984126984127,82,FALSE
3,20270721,"Ranger","NIPAL3",0.00121212121212121,83,FALSE
3,20270721,"Ranger","DNMT1",0.00111111111111111,84,FALSE
3,20270721,"Ranger","FAM113B",0.000952380952380953,85,FALSE
3,20270721,"Ranger","LDOC1L",0.000909090909090909,86,FALSE
3,20270721,"Ranger","LEF1",0.000533333333333333,87,FALSE
3,20270721,"Ranger","C19orf59",0,88,FALSE
3,20270721,"Ranger","TTC39C",0,89,FALSE
3,20270721,"Ranger","DDX24",0,90,FALSE
3,20270721,"Ranger","LRP10",0,91,FALSE
3,20270721,"Ranger","ZNF573",0,92,FALSE
3,20270721,"Ranger","PRPF19",0,93,FALSE
3,20270721,"Ranger","PASK",0,94,FALSE
3,20270721,"Ranger","ETS1",0,95,FALSE
3,20270721,"Ranger","IRAK3",0,96,FALSE
3,20270721,"Ranger","FLT3LG",0,97,FALSE
3,20270721,"Ranger","PAPD7",0,98,FALSE
3,20270721,"Ranger","SKAP1",0,99,FALSE
3,20270721,"Ranger","RABL2B",0,100,FALSE
3,20270721,"XGBoost","P2RY10",0.653795703429594,1,TRUE
3,20270721,"XGBoost","PJA1",0.343416179409789,2,TRUE
3,20270721,"XGBoost","ANXA3",0.00278811716061729,3,TRUE
4,20270722,"LASSO","FAM43A",0.614611096793952,1,TRUE
4,20270722,"LASSO","S100A8",0.430510646700536,2,TRUE
4,20270722,"LASSO","GADD45A",0.416998704768976,3,TRUE
4,20270722,"LASSO","LMNB1",0.373668098622953,4,TRUE
4,20270722,"LASSO","ITGA4",0.366117787788381,5,TRUE
4,20270722,"LASSO","CKAP4",0.344634603659629,6,TRUE
4,20270722,"LASSO","CCR3",0.283739046412371,7,TRUE
4,20270722,"LASSO","SOCS3",0.208458183075743,8,TRUE
4,20270722,"LASSO","FCAR",0.147306161646545,9,TRUE
4,20270722,"LASSO","AGAP6",0.134719475419398,10,TRUE
4,20270722,"LASSO","FCER1A",0.0695389277936478,11,TRUE
4,20270722,"LASSO","CD177",0.0150020718537684,12,TRUE
4,20270722,"glmBoost","C19orf59",0.422480972016867,1,TRUE
4,20270722,"glmBoost","FAM43A",0.382189827614762,2,TRUE
4,20270722,"glmBoost","S100A8",0.22783769276128,3,TRUE
4,20270722,"glmBoost","CCR3",0.201245584627492,4,TRUE
4,20270722,"glmBoost","SOCS3",0.191759292873179,5,TRUE
4,20270722,"glmBoost","ITGA4",0.14676554103533,6,TRUE
4,20270722,"glmBoost","LMNB1",0.130422594236628,7,TRUE
4,20270722,"glmBoost","ARG1",0.101593756275796,8,TRUE
4,20270722,"glmBoost","FCER1A",0.100585802614477,9,TRUE
4,20270722,"glmBoost","CKAP4",0.100579293371573,10,TRUE
4,20270722,"glmBoost","FCAR",0.0900278154829554,11,TRUE
4,20270722,"glmBoost","GADD45A",0.0458536857296403,12,TRUE
4,20270722,"Ranger","RGL4",0.0218220551378446,1,TRUE
4,20270722,"Ranger","HK3",0.0190472857335154,2,TRUE
4,20270722,"Ranger","BCL2A1",0.0177494844785193,3,TRUE
4,20270722,"Ranger","CKAP4",0.0163343837322098,4,TRUE
4,20270722,"Ranger","FAM43A",0.0158530809060221,5,TRUE
4,20270722,"Ranger","FCAR",0.0156741046477889,6,TRUE
4,20270722,"Ranger","S100A12",0.0155786247568856,7,TRUE
4,20270722,"Ranger","CD177",0.0151866229033277,8,TRUE
4,20270722,"Ranger","SERPINB1",0.014546783625731,9,TRUE
4,20270722,"Ranger","GADD45A",0.0141684223184223,10,TRUE
4,20270722,"Ranger","TSPO",0.0136137227125785,11,TRUE
4,20270722,"Ranger","MAFG",0.0120933004447879,12,TRUE
4,20270722,"Ranger","C19orf59",0.0114653930610452,13,TRUE
4,20270722,"Ranger","AGAP4",0.010136103453239,14,TRUE
4,20270722,"Ranger","CARD6",0.0100752493882929,15,TRUE
